id,postid,posthistorytypeid,creationdate,Name,comment
"20649700","8143933","10","2012-02-02 14:49:50","Post Closed","1"
"20612424","60174","19","2012-02-01 16:29:29","Question Protected",""
"20565427","9079944","10","2012-01-31 14:08:50","Post Closed","1"
"20559822","9078493","24","2012-01-31 11:25:28","Suggested Edit Applied","Proposed by 623518 approved by 486209 edit id of 191642"
"20557754","9073043","10","2012-01-31 10:24:13","Post Closed","4"
"20533684","1592608","10","2012-01-30 17:42:31","Post Closed","3"
"20531147","9067088","10","2012-01-30 16:29:19","Post Closed","1"
"20523996","9063501","24","2012-01-30 13:14:44","Suggested Edit Applied","Proposed by 1177949 approved by 11621, 714968, 1288 edit id of 190823"
"20490772","9047914","24","2012-01-29 07:32:46","Suggested Edit Applied","Proposed by 86871 approved by 23501, 615754 edit id of 190139"
"20476525","9037327","10","2012-01-28 15:42:42","Post Closed","3"
"20475982","4698247","10","2012-01-28 15:14:27","Post Closed","3"
"20461646","9009139","33","2012-01-27 21:59:34","Post Notice Added","6383"
"20445408","9033319","24","2012-01-27 13:50:39","Suggested Edit Applied","Proposed by 486348 approved by 367456, -1 edit id of 189247"
"20425371","8721578","24","2012-01-26 22:28:47","Suggested Edit Applied","Proposed by 888472 approved by 177800, 4418, 899271 edit id of 188764"
"20406941","9018767","24","2012-01-26 13:42:24","Suggested Edit Applied","Proposed by 1132524 approved by 1288 edit id of 188443"
"20340097","8990771","24","2012-01-24 18:40:28","Suggested Edit Applied","Proposed by 385202 approved by 133939, -1 edit id of 187039"
"20306230","8780135","34","2012-01-23 21:27:59","Post Notice Removed","5883"
"20305989","4007390","24","2012-01-23 21:20:02","Suggested Edit Applied","Proposed by 327466 approved by 21461, 344286 edit id of 186183"
"20240233","8952765","10","2012-01-21 11:57:52","Post Closed","1"
"20211055","8939666","24","2012-01-20 12:19:15","Suggested Edit Applied","Proposed by 117872 approved by 254635, -1 edit id of 184099"
"20208751","1555228","24","2012-01-20 11:04:17","Suggested Edit Applied","Proposed by 749232 approved by 254635, 372239 edit id of 184089"
"20172944","1727919","24","2012-01-19 12:30:07","Suggested Edit Applied","Proposed by 99401 approved by 102112, 42921 edit id of 183340"
"20155721","8780135","33","2012-01-18 23:35:59","Post Notice Added","5883"
"20115942","8892050","10","2012-01-17 23:36:26","Post Closed","3"
"20069495","8849747","38","2012-01-16 18:37:28","Post Merge Destination","from http://stackoverflow.com/questions/8868599/django-formmodel-how-can-i-remove-a-field-from-django-model-but-still-get-the"
"20069119","8760611","34","2012-01-16 18:24:27","Post Notice Removed","5492"
"20067382","8883827","36","2012-01-16 17:26:40","Post Migrated Here","from http://webmasters.stackexchange.com/questions/24607/single-use-password-for-download"
"20048155","3078487","24","2012-01-16 06:02:21","Suggested Edit Applied","Proposed by 1137679 approved by 377270, 154112 edit id of 180857"
"19986922","8851889","24","2012-01-13 15:08:23","Suggested Edit Applied","Proposed by 19998 approved by 237838, 203458 edit id of 179687"
"19937102","8798713","10","2012-01-12 09:42:12","Post Closed","1"
"19916081","8760611","33","2012-01-11 18:23:13","Post Notice Added","5492"
"19902043","8818855","10","2012-01-11 12:10:34","Post Closed","4"
"19869527","8804835","24","2012-01-10 15:38:39","Suggested Edit Applied","Proposed by 1025411 approved by 308825, 714968 edit id of 177024"
"19865042","8804142","36","2012-01-10 13:38:12","Post Migrated Here","from http://serverfault.com/questions/348425/can-server-be-faked-in-php"
"19825724","8606951","34","2012-01-09 12:24:53","Post Notice Removed","5162"
"19787737","8773283","24","2012-01-07 22:11:03","Suggested Edit Applied","Proposed by 365925 approved by 11621, 714968 edit id of 175294"
"19775513","8768593","24","2012-01-07 10:07:37","Suggested Edit Applied","Proposed by 948041 approved by 615754, 185541 edit id of 174967"
"19735308","8735132","10","2012-01-06 02:40:27","Post Closed","4"
"19726632","8749188","24","2012-01-05 20:28:42","Suggested Edit Applied","Proposed by 55455 approved by 206403, -1 edit id of 173972"
"19704486","8740253","24","2012-01-05 09:45:53","Suggested Edit Applied","Proposed by 376535 approved by 308825, 444991 edit id of 173526"
"19702095","5116491","24","2012-01-05 08:11:24","Suggested Edit Applied","Proposed by 918472 approved by 217288, 107625 edit id of 173421"
"19695873","8728857","10","2012-01-05 02:18:41","Post Closed","1"
"19670180","8606951","33","2012-01-04 11:58:59","Post Notice Added","5162"
"19645615","8715897","10","2012-01-03 18:17:31","Post Closed","1"
"19601480","8699276","24","2012-01-02 10:10:15","Suggested Edit Applied","Proposed by 840532 approved by 641067, 942608 edit id of 171176"
"19592029","8683721","10","2012-01-01 22:18:59","Post Closed","1"
"19585892","981587","24","2012-01-01 15:13:03","Suggested Edit Applied","Proposed by 957549 approved by 324584, 126039 edit id of 170801"
"19573014","8688762","24","2011-12-31 15:10:54","Suggested Edit Applied","Proposed by 1055398 approved by 190597, 125816 edit id of 170451"
"19569736","675172","24","2011-12-31 10:33:44","Suggested Edit Applied","Proposed by 957549 approved by 212384, 1583 edit id of 170356"
"19536064","8665579","10","2011-12-29 22:58:11","Post Closed","1"
"19503701","8553644","34","2011-12-28 22:14:21","Post Notice Removed","4627"
"19443491","8626845","10","2011-12-26 21:37:13","Post Closed","2"
"19419680","8419038","34","2011-12-25 15:21:36","Post Notice Removed","4502"
"19382709","8611050","10","2011-12-23 12:40:32","Post Closed","1"
"19348245","8602666","10","2011-12-22 10:43:09","Post Closed","1"
"19342766","8599263","24","2011-12-22 07:09:12","Suggested Edit Applied","Proposed by 544714 approved by 366904, 41116 edit id of 164825"
"19336638","8594163","24","2011-12-22 00:24:32","Suggested Edit Applied","Proposed by 544714 approved by 352552, 128421, 457406 edit id of 164682"
"19318705","8591124","10","2011-12-21 14:17:30","Post Closed","4"
"19293693","8553644","33","2011-12-20 20:16:15","Post Notice Added","4627"
"19286248","8578262","24","2011-12-20 16:14:57","Suggested Edit Applied","Proposed by 275647 approved by 475125, 905093 edit id of 163539"
"19272692","8569555","24","2011-12-20 09:10:42","Suggested Edit Applied","Proposed by 960432 approved by 255756, 852828, 195823 edit id of 163250"
"19259307","4437577","10","2011-12-19 21:24:49","Post Closed","4"
"19246323","8562683","24","2011-12-19 14:33:16","Suggested Edit Applied","Proposed by 1104926 approved by 703808, 847601 edit id of 162370"
"19236213","8447920","34","2011-12-19 08:52:50","Post Notice Removed","4207"
"19225094","8419038","33","2011-12-18 20:56:50","Post Notice Added","4502"
"19223884","8419038","34","2011-12-18 19:44:33","Post Notice Removed","4185"
"19202275","8387172","34","2011-12-17 16:49:01","Post Notice Removed","4092"
"19105109","7274141","34","2011-12-14 17:10:38","Post Notice Removed","4022"
"19087314","8501550","24","2011-12-14 09:02:50","Suggested Edit Applied","Proposed by 947934 approved by 981049, 527987 edit id of 158518"
"19076135","8497079","24","2011-12-13 22:52:14","Suggested Edit Applied","Proposed by 711170 approved by 177800, 597607 edit id of 158263"
"19011611","8447920","33","2011-12-12 09:23:13","Post Notice Added","4207"
"19001850","8419038","33","2011-12-11 23:23:35","Post Notice Added","4185"
"18997427","8466679","10","2011-12-11 19:19:20","Post Closed","2"
"18983128","8456886","24","2011-12-11 01:07:04","Suggested Edit Applied","Proposed by 67988 approved by 41116, 200291 edit id of 156251"
"18972658","4392036","24","2011-12-10 14:41:12","Suggested Edit Applied","Proposed by 688393 approved by 1821, 388037 edit id of 156052"
"18947715","8436053","10","2011-12-09 15:51:46","Post Closed","1"
"18946772","8387172","33","2011-12-09 15:28:17","Post Notice Added","4092"
"18901570","7274141","33","2011-12-08 11:03:30","Post Notice Added","4022"
"18894976","8427289","36","2011-12-08 06:54:30","Post Migrated Here","from http://programmers.stackexchange.com/questions/123939/logging-in-to-vbulletin"
"18865918","8415102","24","2011-12-07 13:21:38","Suggested Edit Applied","Proposed by 987732 approved by 41956, 220988 edit id of 153673"
"18816823","8396707","10","2011-12-06 08:05:52","Post Closed","7"
"18814963","8396059","24","2011-12-06 06:23:24","Suggested Edit Applied","Proposed by 1063093 approved by 23897, 44673 edit id of 152415"
"18811618","8365248","24","2011-12-06 03:05:00","Suggested Edit Applied","Proposed by 99401 approved by 905093, 235698 edit id of 152349"
"18811319","8393555","10","2011-12-06 02:46:49","Post Closed","1"
"18792007","4444223","24","2011-12-05 14:52:55","Suggested Edit Applied","Proposed by 816008 approved by 96, 95 edit id of 151903"
"18652663","8328312","24","2011-11-30 21:26:22","Suggested Edit Applied","Proposed by 105717 approved by 95, 182676 edit id of 148234"
"18603769","8296567","24","2011-11-29 16:46:01","Suggested Edit Applied","Proposed by 583049 approved by 220643, 388037 edit id of 146850"
"18527684","8282930","10","2011-11-27 10:03:04","Post Closed","1"
"18501217","8274895","24","2011-11-25 23:01:21","Suggested Edit Applied","Proposed by 1064138 approved by 60108, 42139 edit id of 144243"
"18498036","8273707","24","2011-11-25 20:13:13","Suggested Edit Applied","Proposed by 549521 approved by 371250, 68105 edit id of 144199"
"18484992","8267614","10","2011-11-25 11:38:46","Post Closed","1"
"18433811","8248623","24","2011-11-23 20:46:29","Suggested Edit Applied","Proposed by 364198 approved by 658042, 106224 edit id of 142688"
"18383621","8229046","24","2011-11-22 15:39:00","Suggested Edit Applied","Proposed by 277136 approved by 29995, 223391 edit id of 141482"
"18376596","7036890","10","2011-11-22 12:21:07","Post Closed","4"
"18325295","8207167","10","2011-11-21 04:20:57","Post Closed","1"
"18290213","6528724","34","2011-11-19 12:57:09","Post Notice Removed","2701"
"18281329","8190642","24","2011-11-19 01:05:40","Suggested Edit Applied","Proposed by 344821 approved by 905093, 93988 edit id of 138962"
"18202375","8059313","10","2011-11-16 23:48:19","Post Closed","7"
"18187558","8149472","24","2011-11-16 15:48:36","Suggested Edit Applied","Proposed by 297366 approved by 352552, 447356 edit id of 136880"
"18177492","7620200","34","2011-11-16 10:51:28","Post Notice Removed","2535"
"18149990","8139348","10","2011-11-15 16:31:00","Post Closed","1"
"18132267","8132177","24","2011-11-15 06:27:59","Suggested Edit Applied","Proposed by 148634 approved by -1 edit id of 135633"
"18104431","8014703","10","2011-11-14 12:02:34","Post Closed","1"
"18084412","8113119","24","2011-11-13 17:46:59","Suggested Edit Applied","Proposed by 1044146 approved by 157882, 308903, 135152 edit id of 134740"
"18057690","8025883","10","2011-11-12 08:59:59","Post Closed","1"
"18055444","8101686","10","2011-11-12 05:02:11","Post Closed","1"
"18032012","6528724","33","2011-11-11 11:22:18","Post Notice Added","2701"
"25655672","11073279","24","2012-06-17 17:46:13","Suggested Edit Applied","Proposed by 375966 approved by 2660, 597607 edit id of 291424"
"17998547","8071822","10","2011-11-10 13:02:16","Post Closed","4"
"17932940","8040755","24","2011-11-08 16:32:41","Suggested Edit Applied","Proposed by 839992 approved by 719186, 388037 edit id of 131721"
"17930641","8046292","10","2011-11-08 15:31:55","Post Closed","2"
"17919573","7620200","33","2011-11-08 09:33:49","Post Notice Added","2535"
"17852888","8020857","11","2011-11-05 16:10:33","Post Reopened",""
"17851468","8020857","10","2011-11-05 14:43:07","Post Closed","4"
"17837243","4936543","24","2011-11-04 20:01:08","Suggested Edit Applied","Proposed by 310399 approved by 53850, 135138 edit id of 129953"
"17790071","7987665","24","2011-11-03 13:05:41","Suggested Edit Applied","Proposed by 816071 approved by 847601, 113116 edit id of 129144"
"17671829","7946652","10","2011-10-30 18:07:15","Post Closed","1"
"17671732","7946652","24","2011-10-30 18:00:44","Suggested Edit Applied","Proposed by 577485 approved by 905093, 113962 edit id of 127309"
"17656771","7940775","24","2011-10-29 18:43:36","Suggested Edit Applied","Proposed by 999999 approved by 438992, 1583 edit id of 127074"
"17618555","7864805","34","2011-10-28 04:57:50","Post Notice Removed","1943"
"17586192","7911683","10","2011-10-27 04:44:17","Post Closed","3"
"17585498","7864805","33","2011-10-27 03:46:14","Post Notice Added","1943"
"17553622","7898134","10","2011-10-26 02:50:23","Post Closed","1"
"17507011","2423616","24","2011-10-24 16:55:19","Suggested Edit Applied","Proposed by 19329 approved by -1 edit id of 124909"
"17496729","5081025","19","2011-10-24 11:15:15","Question Protected",""
"17428293","7819952","10","2011-10-21 08:49:14","Post Closed","1"
"17305641","7796386","10","2011-10-17 16:16:16","Post Closed","1"
"17302400","339603","19","2011-10-17 14:30:14","Question Protected",""
"17273527","7620200","34","2011-10-16 09:37:51","Post Notice Removed","1023"
"17266051","7632185","34","2011-10-15 20:37:02","Post Notice Removed","1009"
"17204823","7755201","10","2011-10-13 14:17:11","Post Closed","1"
"17204251","4710247","34","2011-10-13 13:59:43","Post Notice Removed","993"
"17167810","7740062","10","2011-10-12 12:35:10","Post Closed","4"
"17146448","7577057","34","2011-10-11 19:29:48","Post Notice Removed","708"
"17099372","7523625","10","2011-10-10 11:04:53","Post Closed","1"
"17058712","7692847","10","2011-10-08 08:32:04","Post Closed","1"
"17058684","7686533","10","2011-10-08 08:30:29","Post Closed","4"
"17058171","7620200","33","2011-10-08 07:39:19","Post Notice Added","1023"
"17049224","7632185","33","2011-10-07 19:09:23","Post Notice Added","1009"
"17037787","4710247","33","2011-10-07 12:18:07","Post Notice Added","993"
"16986286","7523625","33","2011-10-05 18:41:44","Post Notice Added","916"
"16925535","7641202","10","2011-10-03 22:15:56","Post Closed","2"
"16921988","3559437","34","2011-10-03 19:39:21","Post Notice Removed","339"
"16918952","7577057","33","2011-10-03 17:41:10","Post Notice Added","708"
"16858163","647514","34","2011-09-30 18:50:16","Post Notice Removed","477"
"16810825","7594778","24","2011-09-29 10:02:34","Suggested Edit Applied","Proposed by 674751 approved by 71059, 57159 edit id of 113218"
"16805717","647514","33","2011-09-29 06:59:04","Post Notice Added","477"
"16733930","7563732","24","2011-09-27 05:46:09","Suggested Edit Applied","Proposed by 520771 approved by 11343, 714968 edit id of 112047"
"16724192","3559437","33","2011-09-26 20:22:27","Post Notice Added","339"
"16597239","7508789","10","2011-09-22 04:06:23","Post Closed","4"
"16540226","3768893","24","2011-09-20 13:19:26","Suggested Edit Applied","Proposed by 366763 approved by 225647, 764846 edit id of 108641"
"16521889","3812849","24","2011-09-19 23:02:52","Suggested Edit Applied","Proposed by 163809 approved by 256196, 764846 edit id of 108364"
"16454475","1581610","15","2011-09-16 23:54:10","Post Unlocked",""
"16435534","7441684","24","2011-09-16 11:03:37","Suggested Edit Applied","Proposed by 571271 approved by 352765, 288773 edit id of 106934"
"16426834","7421062","24","2011-09-16 04:32:40","Suggested Edit Applied","Proposed by 173.51.120.140|43133ee7-8817-4626-93e5-f1f74a08749c approved by 1 edit id of 106724"
"16392616","7424305","10","2011-09-15 05:58:19","Post Closed","1"
"16344025","7393155","24","2011-09-13 18:26:15","Suggested Edit Applied","Proposed by 118153 approved by 71522, 41116 edit id of 105237"
"16335678","7402301","10","2011-09-13 14:09:07","Post Closed","2"
"16295587","7386851","10","2011-09-12 11:12:47","Post Closed","2"
"16249772","7310057","10","2011-09-10 00:27:44","Post Closed","1"
"16220353","3599442","24","2011-09-09 02:33:50","Suggested Edit Applied","Proposed by 146821 approved by 500584, 589924 edit id of 103055"
"16186004","7341528","10","2011-09-08 02:04:24","Post Closed","1"
"16124526","7312161","10","2011-09-06 08:28:35","Post Closed","2"
"16089104","7302514","11","2011-09-04 23:07:10","Post Reopened",""
"16088702","7302514","10","2011-09-04 22:30:01","Post Closed","4"
"16076247","2625344","24","2011-09-04 05:20:08","Suggested Edit Applied","Proposed by 419193 approved by -1 edit id of 100805"
"16056320","7289870","36","2011-09-02 22:39:16","Post Migrated Here","from http://crypto.stackexchange.com/questions/595/aes-string-encryption-in-objective-c"
"16046723","1581610","14","2011-09-02 15:47:18","Post Locked",""
"16007449","1210042","24","2011-09-01 12:13:33","Suggested Edit Applied","Proposed by 132652 approved by 246342, 195488 edit id of 99621"
"15972939","7255973","10","2011-08-31 11:15:02","Post Closed","1"
"15968378","7245154","10","2011-08-31 08:12:23","Post Closed","1"
"15962586","7251835","24","2011-08-31 02:27:10","Suggested Edit Applied","Proposed by 905093 approved by -1 edit id of 98811"
"15950602","7244395","24","2011-08-30 17:15:56","Suggested Edit Applied","Proposed by 535666 approved by 387076, 650492 edit id of 98567"
"15908097","7225210","24","2011-08-29 12:15:50","Suggested Edit Applied","Proposed by 59849 approved by 13302, 650492 edit id of 97829"
"15869155","7214603","24","2011-08-27 12:57:41","Suggested Edit Applied","Proposed by 736054 approved by 1114, 73226 edit id of 97224"
"15771950","5540588","24","2011-08-24 11:23:34","Suggested Edit Applied","Proposed by 119717 approved by 313137, 653298 edit id of 95627"
"15755898","2124746","24","2011-08-23 21:52:07","Suggested Edit Applied","Proposed by 3800 approved by 501250, 123527 edit id of 95354"
"15725116","7134376","10","2011-08-23 01:41:34","Post Closed","4"
"15640526","7112721","24","2011-08-19 12:01:54","Suggested Edit Applied","Proposed by 481081 approved by 367456, 223992 edit id of 93237"
"15621316","7112721","24","2011-08-18 19:47:48","Suggested Edit Applied","Proposed by 822053 approved by 174052, 126014 edit id of 92863"
"15586859","7096857","24","2011-08-17 20:12:14","Suggested Edit Applied","Proposed by 212218 approved by 597607, 544050 edit id of 92251"
"15572621","7091936","24","2011-08-17 12:37:35","Suggested Edit Applied","Proposed by 882918 approved by 112968, 29995 edit id of 91918"
"15538098","7076623","10","2011-08-16 12:46:33","Post Closed","3"
"15523800","7068058","10","2011-08-16 00:39:38","Post Closed","1"
"15522532","7071504","10","2011-08-15 23:11:01","Post Closed","1"
"15446414","7038069","24","2011-08-12 13:55:37","Suggested Edit Applied","Proposed by 373694 approved by 296387, 659804 edit id of 89748"
"15439267","7036890","24","2011-08-12 09:29:14","Suggested Edit Applied","Proposed by 871050 approved by 151019, 596781 edit id of 89610"
"15426111","7030154","24","2011-08-11 20:47:40","Suggested Edit Applied","Proposed by 839086 approved by 62576, 309308 edit id of 89313"
"15418223","7013560","24","2011-08-11 16:21:42","Suggested Edit Applied","Proposed by 836299 approved by 387076, -1 edit id of 89208"
"15409965","7019714","24","2011-08-11 12:38:00","Suggested Edit Applied","Proposed by 242924 approved by 8817, 246342 edit id of 89075"
"15331998","6990427","24","2011-08-09 07:50:19","Suggested Edit Applied","Proposed by 149490 approved by 643383, 366377 edit id of 87557"
"15319717","6977784","10","2011-08-08 19:59:26","Post Closed","1"
"15310210","6982790","10","2011-08-08 14:38:07","Post Closed","3"
"15295113","6957221","10","2011-08-08 03:23:32","Post Closed","4"
"15292419","6883853","24","2011-08-07 22:50:03","Suggested Edit Applied","Proposed by 816071 approved by 596781, 20394 edit id of 86937"
"15228204","6948969","24","2011-08-04 22:31:13","Suggested Edit Applied","Proposed by 238421 approved by 391531, 65696 edit id of 85983"
"15224509","6945280","24","2011-08-04 20:03:35","Suggested Edit Applied","Proposed by 857012 approved by 275737, 1288 edit id of 85846"
"15221568","6946199","24","2011-08-04 18:20:34","Suggested Edit Applied","Proposed by 22946 approved by 206403, 345031 edit id of 85888"
"15194789","6919075","10","2011-08-04 00:33:16","Post Closed","3"
"15109656","6898256","24","2011-08-01 12:43:08","Suggested Edit Applied","Proposed by 396476 approved by 6509, 52444 edit id of 84079"
"15099238","6885326","10","2011-08-01 04:38:46","Post Closed","3"
"15006066","6854383","24","2011-07-28 06:49:25","Suggested Edit Applied","Proposed by 417980 approved by 15168, 74314 edit id of 82377"
"14838435","6759156","10","2011-07-22 01:50:58","Post Closed","4"
"14812235","6773589","10","2011-07-21 09:15:53","Post Closed","3"
"14801901","6766447","24","2011-07-20 22:45:54","Suggested Edit Applied","Proposed by 348459 approved by 20394, 8745 edit id of 78834"
"14786872","6761113","24","2011-07-20 13:55:28","Suggested Edit Applied","Proposed by 518927 approved by 37947, 387076 edit id of 78625"
"14722892","6734776","10","2011-07-18 15:40:09","Post Closed","4"
"14699322","6725520","11","2011-07-17 17:38:11","Post Reopened",""
"14699263","6725520","10","2011-07-17 17:31:44","Post Closed","1"
"14676784","4931126","24","2011-07-16 08:28:48","Suggested Edit Applied","Proposed by 816071 approved by 8946, 387076 edit id of 77062"
"14479762","6633086","10","2011-07-09 06:11:33","Post Closed","4"
"14441565","6606054","10","2011-07-07 20:47:09","Post Closed","4"
"14342539","6575450","24","2011-07-04 19:51:23","Suggested Edit Applied","Proposed by 167586 approved by 145403, 23897 edit id of 71289"
"14339909","6571123","24","2011-07-04 17:30:09","Suggested Edit Applied","Proposed by 367180 approved by 1821, 115 edit id of 71219"
"14326135","6568729","24","2011-07-04 08:06:00","Suggested Edit Applied","Proposed by 13860 approved by 307138, 52598 edit id of 70974"
"14317942","6565400","10","2011-07-03 20:42:52","Post Closed","1"
"14159993","3885085","24","2011-06-27 23:21:30","Suggested Edit Applied","Proposed by 1472 approved by 157360, 62576 edit id of 67368"
"14151318","6402442","24","2011-06-27 17:09:55","Suggested Edit Applied","Proposed by 813137 approved by 54680 edit id of 67260"
"14131372","6475892","10","2011-06-27 03:02:58","Post Closed","2"
"14122544","6484493","24","2011-06-26 14:29:15","Suggested Edit Applied","Proposed by 594235 approved by 53114 edit id of 66673"
"14122414","6484493","13","2011-06-26 14:19:11","Post Undeleted",""
"14122412","6484493","12","2011-06-26 14:19:09","Post Deleted",""
"14104591","6436093","10","2011-06-25 10:38:52","Post Closed","4"
"14099187","6474783","24","2011-06-25 01:08:13","Suggested Edit Applied","Proposed by 558592 approved by 476, 377270 edit id of 66235"
"14046442","6449154","10","2011-06-23 10:47:08","Post Closed","1"
"14003572","6426438","24","2011-06-22 03:40:45","Suggested Edit Applied","Proposed by 104998 approved by 464744, 38207 edit id of 64218"
"13995168","6430762","10","2011-06-21 19:43:16","Post Closed","1"
"13992760","6429618","24","2011-06-21 18:18:26","Suggested Edit Applied","Proposed by 31100 approved by 115, 16036 edit id of 63994"
"13920441","6399548","24","2011-06-19 00:10:11","Suggested Edit Applied","Proposed by 727439 approved by 50079, 62576 edit id of 62563"
"13919266","6398484","10","2011-06-18 22:13:07","Post Closed","3"
"13913340","6350643","24","2011-06-18 14:46:34","Suggested Edit Applied","Proposed by 5000 approved by 387076, 17 edit id of 62438"
"13879371","6371887","24","2011-06-17 07:13:01","Suggested Edit Applied","Proposed by 656600 approved by 198536, 52598 edit id of 61823"
"13868740","6371164","10","2011-06-16 20:09:19","Post Closed","2"
"13864590","6372266","24","2011-06-16 17:38:30","Suggested Edit Applied","Proposed by 216356 approved by 353988, 27009 edit id of 61626"
"13857751","6372350","24","2011-06-16 14:03:52","Suggested Edit Applied","Proposed by 656600 approved by 406857, 2140, 13249 edit id of 61521"
"13833901","6363008","24","2011-06-15 19:21:45","Suggested Edit Applied","Proposed by 212218 approved by 46675, -1 edit id of 61080"
"13826503","6359131","10","2011-06-15 15:04:29","Post Closed","1"
"13660414","6288773","10","2011-06-09 07:45:03","Post Closed","4"
"13634889","2509205","24","2011-06-08 12:43:53","Suggested Edit Applied","Proposed by 51280 approved by 301832, 17343 edit id of 57495"
"13543989","6240516","24","2011-06-05 01:57:30","Suggested Edit Applied","Proposed by 629222 approved by 313137, 89771 edit id of 55873"
"13510661","6218978","24","2011-06-03 11:51:31","Suggested Edit Applied","Proposed by 212218 approved by 387076, 422597 edit id of 55257"
"13468207","6206462","10","2011-06-01 23:52:59","Post Closed","4"
"13447712","6198104","16","2011-06-01 11:21:10","Community Owned",""
"13442727","6198104","24","2011-06-01 08:20:19","Suggested Edit Applied","Proposed by 99456 approved by -1 edit id of 53949"
"13410570","6183981","24","2011-05-31 08:16:56","Suggested Edit Applied","Proposed by 459233 approved by 12178, -1 edit id of 53326"
"13405883","6182846","24","2011-05-31 03:57:48","Suggested Edit Applied","Proposed by 263467 approved by -1 edit id of 53220"
"13387252","6174889","24","2011-05-30 10:45:31","Suggested Edit Applied","Proposed by 756895 approved by 93623, 15622 edit id of 52859"
"13363237","6164522","10","2011-05-29 02:55:55","Post Closed","1"
"13343140","6157303","24","2011-05-27 20:36:09","Suggested Edit Applied","Proposed by 379119 approved by 190597, 513811 edit id of 51970"
"13277480","6128746","24","2011-05-25 19:16:41","Suggested Edit Applied","Proposed by 212218 approved by 41116, 309308 edit id of 50729"
"13267033","6123394","10","2011-05-25 13:29:40","Post Closed","4"
"13186322","6091000","24","2011-05-22 21:58:51","Suggested Edit Applied","Proposed by 212218 approved by -1 edit id of 49104"
"13176611","6087046","24","2011-05-22 09:45:18","Suggested Edit Applied","Proposed by 153432 approved by 11995, 166390 edit id of 48997"
"13161784","6081152","10","2011-05-21 10:40:45","Post Closed","1"
"13132637","6066342","10","2011-05-20 07:34:52","Post Closed","2"
"13129247","6065302","24","2011-05-20 04:24:43","Suggested Edit Applied","Proposed by 214790 approved by 535871, 135152 edit id of 48207"
"13101219","5661842","24","2011-05-19 07:59:19","Suggested Edit Applied","Proposed by 146603 approved by 74314, 198536 edit id of 47716"
"13048978","5000946","38","2011-05-17 15:48:40","Post Merge Destination","from http://stackoverflow.com/questions/5000752/how-to-generate-strong-one-time-session-key-to-use-with-aes"
"13036344","4632992","24","2011-05-17 08:31:49","Suggested Edit Applied","Proposed by 505893 approved by 301832, 198536 edit id of 46539"
"13009461","6016318","24","2011-05-16 11:19:15","Suggested Edit Applied","Proposed by 122298 approved by 400056, 20578 edit id of 46060"
"12993051","5984843","24","2011-05-15 17:08:35","Suggested Edit Applied","Proposed by 690430 approved by -1 edit id of 45718"
"12894342","5917087","24","2011-05-11 17:57:28","Suggested Edit Applied","Proposed by 46690 approved by 488434, 15168 edit id of 44040"
"12819007","5936392","10","2011-05-09 11:57:37","Post Closed","7"
"12690605","5882882","36","2011-05-04 11:50:08","Post Migrated Here","from http://webmasters.stackexchange.com/questions/13294/where-to-store-database-login-credentials-for-a-php-application"
