topic,up_count,down_count,laugh_count,confused_count,heart_count,hooray_count,rocket_count,eyes_count,post_total_count,post_with_up_count
topic_0,183,0,1,3,5,1,0,3,1563,113
topic_1,219,4,4,5,4,5,0,4,1278,94
topic_2,32,0,0,0,0,3,0,1,1266,23
