Topic ID,Category,Sub-Category,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04
TOPIC 0,Cryptography,Encoding,0.04825376497804731,0.009870399288956833,0.03295700405474885,0.03008170925219216,0.03839293261070883,0.06418836708180606,0.041729099642442063,0.037084939770769175,0.022540148863724123,0.040744582809196093,0.06601727169830925,0.04006438366403537,0.028213085267149534,0.05707538555634528,0.048803676378817974,0.06523183892169336,0.03757399192876288,0.057200874704498764,0.02720008989204058,0.058568548195938944,0.031879504615837925,0.04627855621280711,0.0478221770113046,0.062463670437924626,0.046013874877990274,0.03396323575042588,0.04805266506070306,0.04193885301058153,0.03452650816985557,0.04977386959473114,0.04098527418775733,0.048405154389242276,0.05646507562725093,0.05138616740255085,0.03266666952369954,0.05099655502081777,0.04436409891210739,0.058074531426500986,0.04437808023961776,0.05097653708083885,0.05342223379566464,0.06071265838940783,0.04674240906561103,0.03943074098383982,0.05131805533471834,0.04493654887741818,0.04655305754710385,0.04650463666062673,0.05460678698929676,0.04491921882249582,0.04727312924345297,0.045903682353597416,0.04676973029978724,0.054680542188148606,0.05631386305942536,0.05586058178542932,0.03547334311217079,0.044243084922076646,0.04123393063482407,0.03949490934499495,0.045719915417692866,0.04316315331670921,0.05253673595183811,0.04718545064686946,0.04573762354795525,0.03972499162271214,0.03796450782268342,0.03218070877966567,0.03221741657296661,0.04173854923119756,0.04648446995211717,0.04141660478332492,0.03985473510574222,0.04212909665725687,0.04154497710088485,0.040665206272282595,0.051913225233244396,0.03325804033561259,0.03540212940879428,0.040458004127329965,0.03656365723629089,0.04295312471752357,0.038252405430251976,0.04194349718962385,0.04049132131298616,0.03212921672392815,0.036657535435015924,0.03451531336568131,0.03477781896493019,0.034389006965527213,0.03558005121012684,0.03932549514870138,0.03955219148801496,0.04231841208881919,0.046723473193042,0.03698507169963594,0.04962976176784349,0.03952201088322908,0.041640183115407875,0.03908113163894872,0.04044679535781498,0.035526464553584325,0.03876585087456015,0.04417931909962423,0.0383204693626187,0.05109073089059451,0.043727068747334466,0.04589601263509105,0.03446350727074412,0.044153748606605335,0.04030724924142795,0.03804867581915181,0.04059506680545993,0.03890296997074907,0.04418137580938166,0.044108979157940244,0.03988809697763259,0.04106070775587557,0.039085678155832373,0.03968833497874455,0.028405016819784867,0.03847759786674905,0.031249089593255792,0.04402657866656269,0.03571610912504375,0.03705319013731407,0.03796151983577388,0.02927815378580106,0.03248015566423907,0.03791063463035766,0.04209444256733024,0.04094319140008928,0.039960493340518495,0.042821110152131456,0.033586064335750274,0.029152111937131346
TOPIC 1,Cryptography,Encryption,0.014106739514621344,0.022919035527138476,0.004989714350640064,0.03191898649419198,0.01666867187687833,0.02309163252260381,0.012196034743304386,0.01749650884721632,0.019151289058451464,0.01125662271288555,0.014555136613377656,0.008117238218820065,0.015616512297613856,0.016677197184662873,0.009953149082238351,0.011301365992763475,0.02264763810804156,0.01648314243702951,0.009594346323091427,0.01586358992569854,0.011690790623762324,0.01062334566768186,0.005668581311094724,0.01477554203723057,0.007685056014759564,0.014173174884334203,0.009728272174171581,0.010574615362618561,0.01890020604790792,0.012468224560847035,0.013302268090330744,0.01549834184810732,0.010067630328356255,0.011495021405538024,0.012110553493360331,0.015740809782232062,0.014490272120591877,0.01155448297883651,0.012203799687041118,0.015904386077504298,0.01197434586614276,0.013382270965379965,0.01026925194154963,0.012714001529520685,0.012962288426820123,0.015445428634833834,0.008355773358291234,0.012430298611304482,0.010264695222114798,0.013541116178926015,0.012228075406553546,0.013114036497902704,0.012034500011111308,0.009973378119458833,0.009819013129398466,0.013842998254484188,0.012541637462938841,0.013821486373002345,0.011011097360293716,0.013104739995850694,0.014336469828886237,0.011109926315677714,0.012773661621760628,0.009842298729023008,0.016579285913952514,0.011079856034354765,0.011108610258020235,0.014961169823623987,0.007820647794336158,0.010224687871929858,0.01043397493112437,0.01833209497212398,0.012125051092332905,0.009831722784392517,0.013464398663452254,0.01363099812675801,0.011317273737901512,0.013651832849879203,0.014020913133698252,0.014518503754872021,0.012866109346575911,0.014316361995345991,0.016003607432161605,0.012272797787751864,0.010185606458785947,0.012960784388890126,0.011198201875418253,0.012244162422722743,0.011241910585252802,0.01594122479090766,0.008437521333298854,0.009402621142835728,0.013402491101139906,0.011713822007565051,0.014974569605536761,0.011837754344609989,0.013065077307008035,0.01577984640921386,0.014253982458486018,0.013731136151896679,0.01128556214275717,0.010836713085499194,0.00977618529708876,0.01669749253764358,0.013388366046610313,0.011411797958152671,0.010901795992760097,0.012752120677836211,0.007285478288471418,0.010941857234798433,0.01624097571360695,0.008499361172896456,0.010943584860124417,0.014123648213901848,0.012677887832525762,0.010428529702577238,0.010241828770787397,0.012750586722543023,0.010232679079849673,0.00908008681868033,0.008117478200179712,0.013024568018308669,0.010777821020871013,0.011355667472835403,0.013555086850421911,0.00910835935572391,0.009451720020120482,0.01071515945958683,0.01240245662025065,0.007910500673162055,0.01111985951696753,0.012321540576577781,0.01078905191937515,0.010611991799034347,0.008660256095026853,0.007989378224333158
TOPIC 2,Secure Development,Implementation,0.00898094687545381,0.008066916650932399,0.0015395514152866478,0.01191906412084889,0.003701686947208241,0.007271296710435611,0.006412802875613209,0.006709459891074705,0.010357541572981669,0.005516170840503222,0.010837675074267632,0.00872824127175275,0.010361685154687923,0.014881778639391996,0.006271969562889849,0.008947200014948174,0.007970713699085702,0.011015784932475648,0.006637604173057356,0.008044696273046988,0.006904006844289127,0.00996705757794795,0.021228412408564216,0.014434046165999371,0.012941857793943917,0.014721543335840049,0.008936871026710666,0.009840077622357057,0.013602932084150208,0.013701984806475293,0.011777443134322088,0.015779133550986653,0.013082158182584925,0.01082153048712196,0.012162857867866372,0.012444874178842068,0.01706716731390164,0.00989983084861805,0.010244883589024778,0.010209961022940885,0.012346134126876022,0.008412838114202377,0.011561672663417278,0.016517816230748033,0.012218280547813265,0.014678758770430353,0.014071799889008732,0.013107606443652133,0.012517655651441122,0.013650171575447421,0.011183946781734108,0.011012857136247356,0.010987570786801059,0.013088585621454544,0.014221025161425453,0.009231784605617577,0.012905507839873554,0.010500955973370075,0.010633792343811179,0.012240272638016558,0.012892989579478757,0.012708340924756258,0.013718548471756832,0.013604660038596174,0.011661611432476671,0.015452116321674631,0.013471959247037072,0.015505322899587802,0.017000562935863855,0.016497240799091668,0.01410437933176511,0.009504287203604004,0.011222316048958896,0.016070914936398027,0.01654058598906525,0.013268397464245458,0.012960671931194762,0.014408605648963103,0.012343255977961794,0.016561985461047025,0.012326512871200093,0.014732634655580302,0.013099063771316805,0.012925464070957427,0.01421396679949931,0.013657982947530827,0.012808570848465647,0.01245764574468003,0.014410646827139497,0.012178657183064242,0.016778928179592728,0.015848957447059598,0.014209957269933791,0.010164364596667193,0.018773901439690075,0.013500134759074585,0.015133163280913641,0.013431364833377302,0.014691802769756087,0.013896393997344318,0.0173938245084614,0.015575308459006683,0.014081530846830668,0.014461956889518708,0.01747567285820331,0.020361344099110723,0.012712150399435414,0.012168568019900338,0.014788432443844987,0.022518720433778217,0.01777200603725923,0.01406988576912858,0.012919837935963794,0.016486133505859982,0.017254749842754526,0.014713009574856205,0.01628862901442514,0.01555363213666002,0.016123399037692426,0.018523143285803716,0.020643895703726326,0.017625512053824163,0.016509929867393386,0.015987485277800334,0.01819429729724876,0.0190570034996624,0.015811242157948123,0.017021756744606282,0.017633615089377275,0.017543730732938412,0.01221620252842761,0.01734902382193343,0.017310591601653578,0.016320695447132244,0.014056128899250236,0.016558594953418156
TOPIC 3,Data Security,Digital Signature,0.17997664454742335,0.1613825878885109,0.14082692743145994,0.1868466553467049,0.17129569750671325,0.15617150757073736,0.1186869609884398,0.16211912353658894,0.14247776075111082,0.15344386153175668,0.15670605172188237,0.1688139036972532,0.1630540878822406,0.13526160248632854,0.14913175424920733,0.1474916197720074,0.1619882345628205,0.15057674229679868,0.15683650825559062,0.15023013324044043,0.1256665831506176,0.1279426549493413,0.1300872582054334,0.1398594529976037,0.12828347713253657,0.14899174820637456,0.14154048850912898,0.12368604083719428,0.1360662398596846,0.14456912184039458,0.12793284496989718,0.1406107693489095,0.10358910160919368,0.12726068548344743,0.1172026366680203,0.12103579624508246,0.13847510500757684,0.13135401843561487,0.11271780531650187,0.13406696785579666,0.12333801737888264,0.13112837965535742,0.12455214716238351,0.11510879987627194,0.11180164643701573,0.12213129800718586,0.12968393106489107,0.11258027453836153,0.10859963612632663,0.11209260346168955,0.10694806439368243,0.10897375462695445,0.11197340194475149,0.11049358077660396,0.08937960943619734,0.12493207053750452,0.10752379063176204,0.1001927516800765,0.10303450141444648,0.08932710878240566,0.10415995043455598,0.10021563958176152,0.10329297805709364,0.09926308662838523,0.09438217106997565,0.08956290854361473,0.08920715983761814,0.09603196518198646,0.09837170430071031,0.09112874404208302,0.10068386954396148,0.08425250704110157,0.08273696756723183,0.08281691612377519,0.0841645517031985,0.08896450601332852,0.08342815704892079,0.08692892789445,0.08091572658304358,0.07226797395149175,0.07930865225441366,0.07561946963796382,0.09526842859354857,0.08424976917977314,0.08036187503944729,0.08795955565292388,0.08393968660885373,0.08234246313922351,0.0794030766051291,0.07899554971128459,0.07589717159297929,0.08732919385029606,0.07926147819711611,0.0761089310894681,0.08618222171361517,0.07992606135861327,0.07940679730073431,0.08681364658477833,0.0947592079699135,0.0846470194943139,0.08832554984515291,0.0844970601045984,0.07499932112147879,0.0753001362563258,0.08002404460955745,0.08214575357606119,0.08176904118613927,0.09469553480941849,0.079610816912947,0.0898568303800737,0.07881794353941074,0.07530639303668704,0.07835674884314517,0.07047582322462712,0.08194987545540042,0.08381579809540506,0.07331783945889221,0.08319385660779675,0.07209332191747837,0.08331003100099373,0.0790196829827772,0.07049467152041593,0.07019709112204917,0.08182178016139152,0.06846667067847911,0.06306400644445721,0.07895666050757003,0.06751069463600877,0.07519540018339535,0.07546463410391901,0.0717921410804859,0.07625935993864706,0.0715781865201105,0.07428331663070077,0.06937274741358124,0.07337575369277106
TOPIC 4,Network Security,Client/Server,0.051638866778375814,0.04558265147716156,0.05909159709145093,0.06708298620887453,0.06325746767566,0.04847003739220478,0.0434493527904716,0.05351262285209183,0.06829458815336693,0.0633509437754845,0.04926639275732808,0.061848422671592206,0.05439777180436067,0.07701319835662919,0.052087554498112615,0.0554430576952635,0.06696001624632944,0.043216930694260296,0.05761419104206614,0.03834001002645101,0.04921849755251582,0.04207182367645146,0.05722483166767742,0.05183861296011081,0.05688284627124208,0.04783359576485183,0.04614592667318172,0.06207485169527143,0.055922970609605764,0.04814579140856749,0.05828546323825326,0.06279430003139597,0.054184238529850666,0.04614807973699405,0.05203314684879254,0.04857849756207986,0.05524648544299756,0.05068502405722365,0.07957011326187534,0.04732075641424252,0.06413416355727476,0.056975373581263714,0.05106576209049099,0.059054056559236616,0.05745072617560254,0.06076091974711399,0.04377018894475112,0.03721530998700473,0.05712782314818787,0.05980825605981339,0.04804684605213574,0.05101210214994662,0.050209125768532495,0.04191259470675943,0.04355311164587928,0.0471885932930651,0.05606567097578554,0.04858881318139481,0.04725181020219413,0.048330755458797316,0.05390717552833595,0.0490496788186849,0.04524852743464539,0.04433491365715385,0.04887533865522445,0.05057314778951834,0.04639742039254694,0.04121229881819096,0.04125052883056924,0.0582681037381942,0.04495867624279214,0.050014480527921686,0.044630790683097825,0.0526932467294863,0.04833625400223624,0.04123411575065762,0.05199216815332572,0.05083912354807961,0.04584526514386548,0.04560107955314933,0.046316170130622156,0.04744059853366143,0.04975866025674202,0.046077786589807525,0.05094851268580256,0.057073591749512535,0.0482839519856213,0.058041127935561085,0.05002224002817059,0.05235300169950313,0.051059296838730686,0.04763069519683729,0.05153023329652989,0.050090424039455364,0.051561644475953516,0.050828375891168516,0.04038076151227147,0.04513117784754286,0.05101622828365996,0.04203250987876135,0.044987756604460326,0.04503805008727214,0.049571532401006514,0.04656406505014993,0.034772456613751404,0.04551145140851668,0.04856339030751549,0.042929817346060085,0.045619957867669515,0.04583970905225323,0.042315775513065416,0.04697968392276241,0.041232702205706455,0.04937662194711714,0.03992520562841481,0.0400091915113749,0.04518374132066302,0.041745935822887964,0.04907995474648579,0.041026518407900295,0.04369196152899684,0.05685823871207671,0.03985609895456435,0.03795402116361663,0.042592028428644096,0.04427522414022276,0.03973733583885342,0.04397239078146716,0.0430547633990036,0.049007739657174275,0.03910326563458426,0.04249615192467539,0.041622553120579976,0.04555855686861006,0.050438270398533464,0.03590071942002611
TOPIC 5,Secure Development,Testing,0.17145318926001588,0.20975140761584044,0.179081602288144,0.17625457078621193,0.21086605618658819,0.19302836814895272,0.1890456037985724,0.19037869200110435,0.18050230263421932,0.19415802342848756,0.18169750531132406,0.17087580723573967,0.20128145558138688,0.17422492996168634,0.20229556140574542,0.1995021110821155,0.1703905772883445,0.17846665553527302,0.18936905171722174,0.17568731825384828,0.20676714316254757,0.2175308393780142,0.19047872016553657,0.18675570667159458,0.21067506446122702,0.20171277010184854,0.19006963481715589,0.22049743247902895,0.19911076079545267,0.1908698147060452,0.20116001557319718,0.20984080900577293,0.20694331618523254,0.19297814443229866,0.21125258003525874,0.19800814088338461,0.20773594004034143,0.1815357456575214,0.21821269211282984,0.20725915194528863,0.22176784252205603,0.21182643849028848,0.22739064591921498,0.2140818985792557,0.23061934836005094,0.21883683702485127,0.2087669927507956,0.21073285726431226,0.2199954962303495,0.20930879067979816,0.22494477223519976,0.23634177023617953,0.23005440513062517,0.22730761938246674,0.22928450290141078,0.2076295656768386,0.23073902586475015,0.2329004562131655,0.22586698774367,0.22684008697905236,0.21896071129483605,0.23604577185275655,0.24149462403449945,0.23524955655241447,0.22735400801122357,0.2363913549453996,0.2425035516692636,0.23269872714230092,0.21777837632844846,0.24075731144171872,0.23329470252432527,0.24569361557970282,0.2238208276969979,0.2444459913401968,0.2330805665284545,0.23248482113872543,0.25320148960252603,0.24793719591141627,0.2489321212633513,0.2469575931419335,0.25708549673739023,0.24291003088134971,0.23167586138090454,0.22923294298329153,0.24483880163144384,0.2439203606589752,0.24440704328679733,0.2636442520947318,0.2382289291818054,0.24887917001226698,0.24424349747653773,0.22827275443213718,0.26350795971372953,0.25700147053932104,0.24470578303391283,0.24784613121865373,0.25136451726927367,0.21914428953896276,0.24295933378430512,0.23672279656021553,0.24346913301342082,0.23479188292854902,0.24683773063318154,0.245247704117853,0.2421502820633822,0.24860290793073644,0.26063538098909483,0.254905233611684,0.2485001303151354,0.24068467624621181,0.2563532941813509,0.26186509247703155,0.2585879444381146,0.2555564506713983,0.2580896848486555,0.2651931064273791,0.2546504580213848,0.25861125119008754,0.2502920049466664,0.24627282754485066,0.24931620354886705,0.2645254027706628,0.2629962047908678,0.25555546483795705,0.2523844325654469,0.2551662220885254,0.2510808845511887,0.2724098858838419,0.24604468243259112,0.25138416494682564,0.26495821701883265,0.24023965284413168,0.23568601606669612,0.25501980982043526,0.253304689827307,0.22037313672314798
TOPIC 6,Cryptography,Encryption,0.015765260722522118,0.0191373764855598,0.009138916752168111,0.02970682572167543,0.05999930544777798,0.03341404703993855,0.017689777035970067,0.04919457208052336,0.036370494325334825,0.03409565779724814,0.05488415284422585,0.07524166528607139,0.02794780115771573,0.02785806032685893,0.04591691295569366,0.0663869650788813,0.03744733146529391,0.04124673037694094,0.0410741954237505,0.03758105492299291,0.03498287030522421,0.03787609006136942,0.028715448370163914,0.060693130053219975,0.033744559726496655,0.035559483070410014,0.036586886113676234,0.05597420413213984,0.047880536594877614,0.052314851596387955,0.055348770830681904,0.047786740114060686,0.059228578614557395,0.05233971681016742,0.045529672733220436,0.05392134048534223,0.04169163170130711,0.047556687185184375,0.039152415532864,0.05818006184494867,0.05552654861134108,0.04796367082793175,0.04153278110768087,0.04139068213124927,0.03957307278119515,0.0497623075976238,0.07279311450510385,0.05471542004111792,0.04094260249098459,0.03980125133264074,0.06417734047806752,0.06295182213710897,0.03445524357264674,0.05606840913681261,0.037439259817213445,0.057862996192157234,0.04644264035725684,0.05444639377251106,0.04822420694711055,0.05707787632233544,0.04517221340417857,0.04108561287276744,0.056068468703022636,0.0658200682579648,0.0549821685534136,0.04547476984970715,0.045502609155505525,0.040262707873430115,0.04076168985843348,0.04486649395734126,0.06938457751659365,0.04608749324488301,0.0694658721102052,0.05005071246862416,0.05118941581639404,0.05096614478382785,0.056828194928665955,0.03523194756173343,0.03969178715306043,0.05066195487245789,0.03455872429807999,0.03640615997732959,0.04295589221620032,0.05175678465964793,0.04639253246841182,0.03153253960973576,0.04435707230324695,0.03836999074907237,0.054456842800488264,0.04651571288585126,0.035821252543832796,0.042490582235182844,0.04164373676749304,0.03616125981326623,0.045406494581272355,0.04455386212555988,0.054596414469318955,0.047593724873422616,0.05625463080111494,0.05804862663672153,0.05260644294128049,0.04940674054450507,0.04300893404636787,0.04831266426524388,0.04267972269759937,0.02974572905673469,0.045642598991128054,0.05019432072527463,0.04181765585383107,0.04843848664756858,0.04540675677018067,0.04091368749115622,0.03783686049133839,0.030042066865577692,0.04103460207111329,0.044058529634202294,0.04257417379476847,0.041256465061324035,0.039973498942460155,0.05076007393995013,0.042995780720143796,0.03384180950186196,0.04549518669973794,0.04124752269302102,0.04254318120579196,0.031041668566172666,0.035971255941306936,0.02797562499975603,0.03987121864416537,0.03883795387400423,0.04294232403601187,0.032495058356372834,0.03982036572210818,0.0468778198933631,0.03245945876489447,0.0437255875330279
TOPIC 7,Network Security,Digital Certificates,0.05916687916093603,0.01903506434564406,0.03741748775410954,0.021192409832036827,0.06163283255259637,0.01740954132740929,0.027196396597076292,0.04504673931539097,0.033910422681462174,0.03778409729050709,0.02547451681748498,0.023538974312737545,0.033122034790770465,0.03439048479746513,0.021400030170876893,0.04454004979768758,0.05541014324626303,0.029638701347757528,0.04451381733103536,0.021706437493610956,0.038918788955865626,0.02020329545257482,0.0332514574448874,0.038844381423820046,0.04052321812729056,0.030903863279842427,0.042474861586485016,0.030135049110002175,0.03804433442861342,0.028154925933119888,0.03367504949099696,0.045618580753785214,0.025331785139357743,0.033536263034665566,0.039888254072524006,0.030788266650499562,0.02870506595407581,0.03988882501830868,0.05301371797001787,0.03949262871348267,0.040626293615111886,0.04012048241077515,0.04673269905631104,0.04224048668413796,0.04351654830742291,0.050092963987373354,0.029999003789209305,0.026165335804112795,0.028839452763960736,0.037531223550710514,0.028985112597068076,0.025759423276587555,0.03912748036224233,0.03821941747158015,0.037100979209914356,0.029978081407588272,0.030338120068848874,0.04713846015160834,0.03720738512275156,0.03479842301832312,0.046622277687272236,0.05224078934002642,0.03601917559964562,0.03158248676240624,0.037821404855177126,0.03554988410420871,0.032607500225897944,0.040630388994696565,0.03476456391770626,0.03535025178126701,0.030415882820348104,0.030370285108611065,0.031886053461906996,0.03743146917249344,0.031330931049259145,0.036940451255907454,0.03410685447921666,0.03378301723569166,0.02962013956368117,0.029941332736321467,0.027397821820248525,0.03128787056446255,0.03861993124672767,0.032335787679902604,0.0350323103737527,0.032013724580953265,0.03481876687470495,0.03536297600040791,0.031036401305053394,0.04490153843185506,0.03334761682918222,0.029795749099454163,0.029816554414663608,0.033112673634157624,0.03475129773303978,0.030648578461224325,0.03125373793080517,0.04836273249047736,0.029849630760350594,0.02872690747440524,0.028049489458325676,0.033044029945415,0.035229405237048414,0.03369696901513395,0.026939522996649264,0.04159484821112605,0.03939681355400266,0.032294477508417976,0.035084509459068554,0.03569373905545776,0.03372640113985444,0.025653207205995253,0.02837562748636258,0.03371050893525842,0.0320750317124764,0.023249074408300045,0.032250395609053836,0.02846268294938282,0.034849442874865764,0.025836119475648144,0.028991344585991004,0.03689525718254284,0.03306328660143063,0.027633437188258583,0.030629018357555198,0.029012991055993035,0.02586283562335844,0.025127107182131774,0.030969973037295956,0.02859977075802449,0.03059876447247368,0.03343672347323923,0.036884513193315205,0.03540468389332421,0.03375083828967302,0.02719160982643041
TOPIC 8,Secure Development,Implementation,0.06311414658436358,0.07353768267421401,0.087820582055775,0.09899312650511116,0.07488321846814647,0.06709925164371573,0.0599595079452969,0.11336217714779195,0.07712662309252967,0.033002922594077666,0.055033924541651055,0.08717262379086234,0.0688222306733951,0.0440885078539092,0.06815843396212916,0.052480297229160124,0.062159857585026075,0.04736308587137564,0.06212512518779593,0.04299008547248451,0.05373703155616016,0.047511657297036436,0.05470938520048255,0.040988364423363476,0.061545675037950144,0.058928745301144676,0.062833092935403,0.049513813862275526,0.05672712723955758,0.044225218050037304,0.03603196366444818,0.03691617937607359,0.04147796707970812,0.041308159001159646,0.054306753875126186,0.04739550303739424,0.04364321442972141,0.05285354308763042,0.044416574525935996,0.05048777825712986,0.05882225704847497,0.06580001372819005,0.06038545763091906,0.060814557473927305,0.05579999070585018,0.056237547689098166,0.047478489304194224,0.05451661629740556,0.06185146932561124,0.05305211167756675,0.04581492137905598,0.05749413390612318,0.06088698515878539,0.054184107827464245,0.055882547230473444,0.045903161158254505,0.05232351545892748,0.0592688401677495,0.04990028001380651,0.048808030068822617,0.05585433287704122,0.0558320931888981,0.04340136021321347,0.04284794190231353,0.04001340477498161,0.04440405886574202,0.043814622671713245,0.038601937346903765,0.044859453884128014,0.03826055922808623,0.03286713796575671,0.03745243086920456,0.032407831514584845,0.035817094326964304,0.03947057249134198,0.03996567808454724,0.0356949903141552,0.030744650358379488,0.03754689234070751,0.026402035043998774,0.034780271756940526,0.029343633241359354,0.032655324150036025,0.03462638941566056,0.04111165051965053,0.03549998335014714,0.03681366700035221,0.027585743511552192,0.03544607716779458,0.029472437184284966,0.03345342413331173,0.027485289950745,0.033283697539277804,0.029441721652616357,0.033010061706782966,0.034074176239047314,0.0333044104947283,0.035120081790955736,0.03263034787635731,0.02957420822194386,0.027537111517961312,0.03205240395110577,0.031596895571436655,0.0320961469149456,0.023530313908741298,0.030532385711768553,0.03308576071357939,0.027004915783493528,0.023911880330879477,0.028796463885320665,0.028037815997847177,0.0219763799919098,0.027523537721579054,0.025366624142227755,0.02612219755841303,0.023271149369862805,0.03360789691487592,0.025243743481375848,0.026619275849768628,0.033126835200228855,0.02795551015041335,0.027285157474190264,0.031901920820609886,0.024081520672908304,0.028120755466573118,0.0352706928072174,0.025493848751951303,0.029645667257345198,0.025338090435467385,0.023026336143387324,0.0258263033281256,0.02378930024783134,0.027482780773704425,0.027699350968892263,0.028009685697481208,0.023877552725742296
TOPIC 9,Secure Development,Libraries/Configuration,0.08726083849614952,0.12831823190208524,0.12385852135429602,0.08942061164290518,0.08172151368834372,0.09492699862845863,0.12344836386267183,0.06590687923016958,0.09436100349800351,0.096013280612385,0.08108051689341664,0.06343842538938459,0.1076623776430885,0.12257830177622964,0.0996488013439706,0.08697495193368385,0.07209103980726055,0.09642298537938127,0.08553989778738469,0.13276612112472644,0.12104811554213558,0.12281187999421188,0.08159291057973721,0.07438340869949638,0.09644566111112486,0.0930694182491947,0.10626269555694376,0.08350816710728658,0.0769506451106281,0.10656313077677143,0.09965294278550514,0.07981598368463182,0.10048127935892118,0.10004288434030083,0.11891622202785905,0.08556091384604,0.1042262698047125,0.0864568375838894,0.08825393897227439,0.08611470360197446,0.07273421046581464,0.07604831683443002,0.09646040031239848,0.08264567213948809,0.0863728981926215,0.08311493266208222,0.10232939282184507,0.09691445631064458,0.10463755919358414,0.11150545425316057,0.10711819504983784,0.07575937376161307,0.09465011290260159,0.10112772186654058,0.09491198459599058,0.09870201234854689,0.10200320674776843,0.10744003897378045,0.12027889768523313,0.11539547781788907,0.10618118968056871,0.1015044022383841,0.11853222175088322,0.10479488965840013,0.12066427446023392,0.12443199289693785,0.12483437232367578,0.13819384320091418,0.12566234186369304,0.12738506397876684,0.12425745752437184,0.13854659429949814,0.1355537273592628,0.1275391763926855,0.13702187159370124,0.13102193867898418,0.12485005639493466,0.13541096248440307,0.14134851955868027,0.1533012718617734,0.13637284204300568,0.14567073599345737,0.14204638359678282,0.14185426620188504,0.13927635714325887,0.13727808628019,0.14433217276124544,0.14719832507450123,0.13340541208162904,0.13682904925161835,0.15118905782192224,0.13619372687825565,0.134479757564214,0.1328197139304758,0.12143950732602381,0.13442654497110088,0.13547524960868876,0.13698580177315306,0.113675197153591,0.14033343716656801,0.13942277907500936,0.13073490739637467,0.12871504792379118,0.13989878854887425,0.14656732334063832,0.12892820488090673,0.11901813402555432,0.12012594727853851,0.1459803280827241,0.11469303271987642,0.1368533110440834,0.15602645497089904,0.1529741147184543,0.14308571349706461,0.14822578681080242,0.1417407189544668,0.15068936161056437,0.14566034776037803,0.14582266766633956,0.14687585987477622,0.13365626471434217,0.11940740786863453,0.15003024310436194,0.13730846089913093,0.13533005964355316,0.14757191872862696,0.1474613338361468,0.15954604078297477,0.13811655361291283,0.14779647909527469,0.1322232066825744,0.14863214450079648,0.14009546309362905,0.133263113447465,0.15719762691168865,0.17827343218443742
