Topic ID,Category,Sub-Category,Frequency,Norm Frequency,Share,Norm Share
0,Network Security,Digital Certificates,627,0.29956999522216915,691.0914910547435,0.33019182563532895
1,Access Control,Authentication,650,0.3105590062111801,659.9012273661792,0.315289645182121
2,Cryptography,Encryption,816,0.38987099856665075,742.0072809793055,0.3545185288959892
