id,community_owned_date
"8318",""
"14617",""
"16451",""
"17376",""
"24723",""
"29357",""
"33745",""
"34638",""
"37343",""
"39564",""
"39916",""
"49226",""
"49473",""
"65494",""
"76324",""
"77686",""
"84641",""
"90517",""
"102788",""
"103203",""
"108838",""
"119926",""
"120380",""
"127459",""
"127739",""
"132384",""
"159282",""
"166411",""
"168610",""
"171519",""
"174131",""
"185211",""
"186125",""
"196845",""
"205183",""
"211099",""
"217511",""
"219944",""
"219999",""
"242669",""
"257015",""
"276310",""
"277044",""
"277100",""
"290545",""
"295515",""
"295628",""
"297952",""
"302357",""
"308659",""
"309615",""
"313730","2009-01-05 09:21:33"
"315132",""
"318214",""
"321061",""
"321787",""
"323939",""
"324726",""
"333812",""
"347856",""
"348090",""
"350177",""
"353815",""
"359620",""
"360520",""
"362386",""
"388749",""
"395375",""
"398179",""
"398537",""
"401985",""
"404027",""
"407687",""
"429352",""
"435912",""
"442862",""
"442995",""
"461886",""
"475833",""
"477144",""
"479535",""
"491109",""
"493646",""
"495392",""
"506939",""
"521101",""
"521418",""
"522723",""
"525408",""
"528938",""
"529997",""
"539816",""
"540738",""
"546242",""
"546438",""
"546447",""
"552108",""
"556110","2009-02-17 09:40:19"
"557746",""
"561024",""
"573121",""
"573307",""
"578679",""
"579224",""
"594049",""
"605589",""
"607560",""
"617471",""
"633890",""
"635088",""
"635171",""
"639680",""
"645609",""
"646195",""
"656373",""
"656787","2009-03-18 04:17:51"
"658826",""
"659950",""
"663890",""
"663910",""
"668958",""
"673355",""
"674510",""
"685855",""
"685937",""
"686481",""
"699254",""
"700529",""
"713344",""
"715969",""
"717854",""
"727812",""
"728047",""
"728324",""
"728531",""
"733435",""
"734887",""
"738071","2009-05-12 19:55:20"
"738188",""
"752332",""
"760358",""
"761588",""
"766675",""
"770635",""
"772011",""
"773912",""
"779973",""
"788834",""
"788844",""
"789759",""
"791677",""
"800904",""
"800922",""
"801458",""
"805686",""
"806131",""
"809590",""
"819593",""
"820334",""
"821817",""
"824919",""
"827604",""
"837417",""
"841152",""
"855103",""
"856302",""
"857153",""
"857194",""
"858036",""
"861221",""
"862350",""
"868078",""
"871966",""
"877317",""
"877562",""
"881661",""
"885439",""
"892733",""
"898026",""
"912668",""
"914509",""
"915039",""
"919983",""
"922779",""
"929939",""
"935218",""
"937168",""
"937503",""
"948177",""
"956639",""
"960415",""
"960990",""
"961339",""
"964071",""
"965304",""
"973194",""
"975307",""
"975399",""
"976696",""
"981226",""
"983964",""
"988926",""
"994404",""
"996139",""
"1000860",""
"1003960",""
"1004586",""
"1008601",""
"1011538",""
"1011777",""
"1016522",""
"1017150",""
"1018292",""
"1022994",""
"1023486",""
"1025466",""
"1036872",""
"1037250",""
"1037798",""
"1037813",""
"1042635",""
"1042904",""
"1043621",""
"1045988",""
"1049653",""
"1057041",""
"1059723",""
"1066702",""
"1066976",""
"1067869",""
"1070420",""
"1087224",""
"1091022",""
"1094137",""
"1096151",""
"1100299",""
"1108937",""
"1109731",""
"1112962",""
"1118654",""
"1119868",""
"1119947",""
"1121280",""
"1126684",""
"1127358",""
"1131733",""
"1139493",""
"1141040",""
"1142101",""
"1142477",""
"1150965",""
"1157425",""
"1158195",""
"1159729",""
"1163319",""
"1164245",""
"1165632",""
"1166433",""
"1168821",""
"1171103",""
"1171627",""
"1175008",""
"1176579",""
"1176929",""
"1178061",""
"1181259",""
"1184543",""
"1184789",""
"1193220",""
"1198316","2009-07-29 06:18:12"
"1198756",""
