id,activity_time
"438","4411618"
"3385","5873316"
"13254","6277416"
"17817","5040710"
"20510","4325796"
"29680","2519110"
"32333","321101"
"33104","3158050"
"34490","2728922"
"38838","4020836"
"39983","122945"
"45097","3402181"
"49158","1931226"
"51283","3295170"
"52344","4014028"
"52646","5447057"
"53511","4869352"
"61760","52"
"66870","5032559"
"72242","4283026"
"75980","6181988"
"76408","3193474"
"81410","1723117"
"86477","5405781"
"86513","5733203"
"88311","5872334"
"93911","3586938"
"95213","4804855"
"102496","4643874"
"114148","6028047"
"116682","5458924"
"117141","1234168"
"117352","3049425"
"119818","30170"
"120189","5341353"
"121490","1918093"
"128028","2320208"
"133546","2166430"
"141427","1183"
"142573","118"
"153039","5480809"
"155751","1639801"
"162159","5784639"
"169334","15375"
"176255","85"
"179355","5467644"
"184028","133"
"185149","2885"
"186932","1080320"
"195509","1042770"
"196776","467"
"198974","2559146"
"205468","50"
"215302","151"
"223097","715964"
"226637","668198"
"234590","3038"
"235759","289811"
"240362","4466741"
"245600","2508360"
"247110","1996363"
"250932","14"
"252665","6175954"
"253724","356"
"268320","5970392"
"271031","2768412"
"272342","1887581"
"278122","1646249"
"278651","1968"
"283774","2884921"
"286824","539"
"288287","101"
"291665","1713202"
"292362","2554841"
"295566","5987566"
"301855","56"
"302914","5361168"
"308501","842434"
"316390","4082093"
"319113","3620997"
"332872","6062769"
"333532","2636334"
"334259","3732221"
"334519","1995902"
"335019","1207877"
"338563","11221"
"339732","5570512"
"342409","5919581"
"343111","3794540"
"350299","2336122"
"351627","691209"
"355043","2041364"
"366647","182"
"367079","662"
"372980","5658167"
"378848","37562"
"381042","907"
"386656","3945"
"387104","4881664"
"394673","865"
"395045","2201372"
"395592","3413323"
"399572","241133"
"406415","168"
"421458","401604"
"426463","4088374"
"429005","176432"
"433558","1671378"
"435408","1262032"
"438886","5965048"
"443430","5372800"
"447537","5631826"
"452415","1814360"
"454813","57"
"457239","1459488"
"467885","35"
"467897","2388290"
"468089","2092554"
"470531","232"
"472552","80"
"475840","2881877"
"476576","1933141"
"476821","11"
"477053","21"
"479499","356041"
"482213","11"
"483018","2210"
"484261","493529"
"491914","4102984"
"496152","44"
"503469","2728155"
"505235","38"
"507591","14"
"512825","6026573"
"514688","587981"
"516127","3454533"
"521639","2486520"
"522064","1301967"
"525734","229111"
"526391","1423718"
"526576","569829"
"527973","3582520"
"530426","1456819"
"534051","28"
"539488","1425478"
"540496","4919693"
"553485","5362413"
"554546","682"
"556194","5386289"
"559600","747"
"561039","2056647"
"562250","1351674"
"572107","10"
"579661","320"
"581730","448"
"591794","103476"
"593419","1080877"
"593593","3208926"
"594443","2307207"
"595228","5117102"
"597028","4700644"
"604924","159"
"608453","3"
"610048","4695689"
"615144","1212340"
"615954","836580"
"625768","4661410"
"631661","9"
"631671","3490483"
"633445","1729771"
"637311","1459598"
"641713","5326812"
"646086","4432216"
"647696","3752370"
"651466","37"
"651590","711097"
"651713","295944"
"651819","5422823"
"655174","4741"
"671042","5146424"
"675380","839528"
"675392","2555074"
"681530","56"
"682260","5049615"
"686455","3383818"
"688196","5871125"
"688686","360"
"690730","4731604"
"691223","39"
"691276","1310404"
"699185","2439502"
"701084","1961943"
"701580","4618605"
"713600","73"
"718611","5664324"
"721446","3095554"
"723886","1018932"
"724950","867"
"728706","76834"
"732223","759926"
"733463","11631"
"734561","5483018"
"739850","3063880"
"742089","4962329"
"743939","3521165"
"746347","5334118"
"747641","5218760"
"753759","1256"
"754633","615736"
"754761","4197719"
"755994","3026"
"756492","2862288"
"756800","5271886"
"762520","949078"
"764565","1686737"
"764833","3150861"
"768268","5941571"
"770195","4002478"
"770830","1786712"
"774627","144"
"778476","18"
"779959","492266"
"787894","410588"
"791694","892444"
"793812","4063645"
"798785","1250496"
"799932","3763427"
"801506","17"
"805887","6805"
"807943","380651"
"808748","3766038"
"808816","3391759"
"810043","1002603"
"811195","4932222"
"812483","3930774"
"821375","273655"
"824040","108"
"827016","256"
"832958","853360"
"834988","1332205"
"839983","42285"
"841984","1799988"
"844719","4202539"
"846797","3128159"
"856047","3548"
"858773","2343969"
"859306","2579102"
"859893","25"
"860246","2253"
"863323","79"
"870019","4203456"
"874634","3250445"
"876557","3158575"
"877727","4374655"
"877916","3591242"
"884209","23"
"885909","1905696"
"897157","1057130"
"898683","4947451"
"900115","4399943"
"904346","5083727"
"904442","722285"
"906900","2444926"
"908283","31"
"921486","901"
"923948","1359174"
"926137","3473490"
"932423","43"
"933199","546"
"934213","1254417"
"941594","5345993"
"942518","449"
"945015","1454571"
"945981","161"
"946170","4285292"
"948172","3634175"
"948192","29143"
"948507","179"
"953118","152693"
"957884","1992"
"963403","3092381"
"977686","19"
"983977","413760"
"984680","44"
"985074","65"
"986866","650844"
"991542","244"
"992944","6"
"999010","2073733"
"1000351","3156170"
"1006674","1842202"
"1007337","2654628"
"1013720","61"
"1019707","3005928"
"1020368","5307949"
"1021798","568037"
"1022112","5322932"
"1024730","331721"
"1029293","529154"
"1040724","3907630"
"1042692","42025"
"1043996","64"
"1046722","7"
"1047391","3246790"
"1053556","166896"
"1057871","11988"
"1058338","755273"
"1062254","3178"
"1063876","2784999"
"1068271","1838254"
"1070835","17"
"1071837","44"
"1072540","4360803"
"1081025","1848"
"1081449","15"
"1083546","1251976"
"1084410","19238"
"1085236","5707269"
"1085756","4909137"
"1086801","1181123"
"1088000","59"
"1091665","19"
"1097427","18"
"1097923","3128460"
"1099547","1479966"
"1099697","24"
"1103200","2"
"1104565","1228600"
"1105434","3261242"
"1110758","708002"
"1113902","3759919"
"1125772","518633"
"1127690","9"
"1130296","5779006"
"1135398","205"
"1139489","60"
"1139632","12"
"1143417","1284217"
"1145164","14544"
"1149191","4451675"
"1149611","3288094"
"1150111","3867599"
"1154281","17"
"1157775","1497936"
"1161157","3028259"
"1161378","174"
"1162521","30"
"1163985","178"
"1164118","1456"
"1168552","868051"
"1168983","29"
"1171207","3872389"
"1172045","13"
"1180076","2944538"
"1180512","16"
"1180716","2763441"
"1192716","29"
"1196418","5274862"
"1197191","1088393"
"1200091","758"
"1202910","2800390"
"1206390","1668452"
"1214595","144"
"1214974","128971"
"1215556","10"
"1215709","125551"
"1216213","449283"
"1216640","1964284"
"1216903","25"
"1217170","3137281"
"1217926","162625"
"1221371","5429162"
"1222249","1217173"
"1223586","868"
"1224694","1306564"
"1225794","1775183"
"1231477","9585"
"1238628","5517440"
"1241181","17"
"1241570","2832226"
"1244182","772886"
"1244932","1617293"
"1249413","27575"
"1253396","1252253"
"1265654","662857"
"1266605","91720"
"1267873","5495268"
"1275888","119"
"1275948","4212399"
"1276238","18"
"1276647","4579647"
"1279418","9"
"1281795","433988"
"1282949","11"
"1283909","156790"
"1287180","294253"
"1287620","67"
"1290423","5500731"
"1291363","1331"
"1292792","227564"
"1292841","192"
"1296597","43"
"1297025","58"
"1300317","627501"
"1301117","1018318"
"1303746","3570228"
"1306823","4403"
"1308057","492"
"1314611","56178"
"1317598","858"
"1321969","1079792"
"1323925","235801"
"1325378","4234167"
"1327048","1060"
"1328361","11"
"1333648","2926405"
"1341622","2062391"
"1344188","20"
"1347099","2879758"
"1349397","312771"
"1350748","872119"
"1352169","47432"
"1359624","5534711"
"1362256","27"
"1368164","2051413"
"1371333","4204222"
"1375393","1806488"
"1376746","852192"
"1380144","20"
"1381010","728627"
"1382788","2527"
"1383142","4431473"
"1386978","828"
"1387005","2143819"
"1388609","5286522"
"1403646","2454564"
"1415205","5729572"
"1415218","23"
"1418846","537"
"1420499","119"
"1426984","66491"
"1427649","1164172"
"1432592","242927"
"1435315","38"
"1447499","3778989"
"1453551","2084658"
"1455037","3662046"
"1457733","111"
"1457793","2706178"
"1460915","939"
"1462462","1884596"
"1463182","0"
"1463867","3895442"
"1466122","85"
"1469084","524152"
"1475128","3113540"
"1482803","1215"
"1484671","1676328"
"1485020","2117806"
"1492560","2682"
"1495371","2567406"
"1497481","5569429"
"1500959","34"
"1503122","4671386"
"1508825","4070116"
"1510442","8"
"1511283","5090188"
"1513871","3345242"
"1516715","4668"
"1519735","22"
"1520973","4755753"
"1526233","1101705"
"1528012","2363878"
"1530083","5"
"1532137","12"
"1532193","5027524"
"1534166","472067"
"1534489","2677277"
"1537478","40"
"1547884","4560274"
"1551070","5"
"1555149","1604383"
"1557487","1026"
"1560300","45"
"1562145","37"
"1565052","27"
"1571366","1162035"
"1576040","1434670"
"1580504","55728"
"1582511","72"
"1582738","13"
"1584807","306"
"1596723","4424122"
"1597153","440083"
"1600888","79733"
"1608703","53991"
"1614811","3932245"
"1617858","83"
"1619117","16"
"1622145","2172203"
"1625816","589"
"1626919","1442185"
"1628185","761062"
"1628522","12"
"1628566","425"
"1628799","1827661"
"1630609","3516417"
"1631134","170"
"1631624","751"
"1631683","1726970"
"1633173","2292051"
"1637275","5524450"
"1638248","78316"
"1640342","3005014"
"1640731","6"
"1641415","118321"
"1645830","425442"
"1646822","2524274"
"1649305","317"
"1650854","2523157"
"1651118","497"
"1652178","4190220"
"1655626","4937656"
"1655769","5661547"
"1659591","1225707"
"1660060","3388597"
"1660405","8"
"1666650","1470694"
"1666869","39847"
"1674625","1712508"
"1675383","444706"
"1676845","45"
"1677463","8"
"1680022","835170"
"1683198","65"
"1690138","131"
"1691730","30"
"1693861","11"
"1695326","87"
"1700882","2562317"
"1702415","25"
"1704107","2717"
"1706433","2229630"
"1712503","79"
"1716735","4239"
"1717602","1716134"
"1717746","202"
"1723721","2741"
"1725341","1572648"
"1726617","3669523"
"1732724","32"
"1733957","2088232"
"1734213","1646570"
"1734469","578"
"1735374","4531775"
"1736161","2839"
"1738715","272554"
"1741445","72716"
"1744282","2329"
"1745452","550"
"1750214","2099839"
"1753726","29"
"1753822","2078180"
"1754004","5286436"
"1755743","20"
"1757251","70"
"1760325","3374520"
"1779823","88"
"1780907","756770"
"1781071","1205251"
"1786532","3603833"
"1791288","703999"
"1793993","1163"
"1795114","24"
"1795615","242520"
"1800995","91"
"1802066","5310054"
"1802354","1508015"
"1802708","8"
"1804867","65"
"1807974","74"
"1812773","1153177"
"1826893","34"
"1837267","788389"
"1838366","1741583"
"1845098","100"
"1845554","4"
"1846081","660643"
"1851995","1436"
"1854806","75481"
"1857039","5202118"
"1860470","1924512"
"1861630","33"
"1862391","1370415"
"1862710","3992347"
"1864700","1910348"
"1868320","2502848"
"1877727","11"
"1880445","314237"
"1897777","1059"
"1898659","40"
"1901761","1440"
"1902833","15"
"1908492","5386142"
"1908909","1143"
"1914409","1133763"
"1917937","4335557"
"1918728","110"
"1921043","3519785"
"1921832","2872670"
"1927380","518140"
"1933926","533663"
"1936633","179"
"1938430","677343"
"1939289","2755917"
"1941499","3450133"
"1942199","358049"
"1944400","9"
"1945005","3392565"
"1945248","1500769"
"1945741","515422"
"1948535","57"
"1954502","1956170"
"1955343","122"
"1959448","1740579"
"1960681","26500"
"1961438","13315"
"1962299","4345357"
"1963195","710680"
"1964714","2539690"
"1967181","3998612"
"1980001","43"
"1980345","1049822"
"1980772","940085"
"1983292","9"
"1985638","2"
"1985812","46"
"1986708","5568"
"1986953","38"
"1993833","6774"
"1997786","2122101"
"1998341","3812734"
"1999096","280"
"1999234","474"
"1999961","405"
"2008173","5246993"
"2014938","1161077"
"2015984","4350035"
"2017094","231562"
"2018241","5"
"2019730","34"
"2019790","2257566"
"2024294","4619991"
"2024968","53"
"2032814","23"
"2042243","70"
"2043557","4381410"
"2044517","18702"
"2046786","2417284"
"2055851","170"
"2057164","4396376"
"2057403","11"
"2060750","70776"
"2060982","138"
"2060984","5498785"
"2068595","3515881"
"2073564","4112159"
"2075923","7"
"2082262","325230"
"2090872","37"
"2092143","1113464"
"2093666","7"
"2098046","3456968"
"2100184","1018810"
"2107251","331"
"2112644","462289"
"2113463","5527"
"2114896","4816600"
"2115796","564"
"2118882","3828366"
"2123362","577107"
"2123586","2100434"
"2123641","1961340"
"2131527","1166721"
"2131843","26"
"2134085","2198416"
"2137505","403"
"2144468","2392223"
"2151166","3357484"
"2151171","643"
"2153681","127"
"2154976","1467298"
"2157272","272056"
"2159920","43"
"2160221","153662"
"2160232","442"
"2166532","13"
"2167310","77238"
"2168836","151646"
"2171303","230136"
"2171875","558064"
"2173465","21"
"2180133","22"
"2187103","1471437"
"2189408","26"
"2190261","31"
"2190279","146"
"2192948","2476513"
"2194473","3894046"
"2197492","1066124"
"2199638","64973"
"2199898","20"
"2206415","5188470"
"2206586","4618925"
"2209105","452103"
"2209457","410457"
"2210260","214208"
"2212223","1389993"
"2212478","41"
"2214799","11"
"2222355","5117499"
"2225257","50151"
"2228860","4428124"
"2233062","3192557"
"2234283","11"
"2236936","28"
"2238107","3148941"
"2238515","2012729"
"2240129","2331878"
"2244357","2232424"
"2250270","4857421"
"2250752","705787"
"2255476","67"
"2256495","8573"
"2256950","1939705"
"2258781","3885989"
"2260799","874"
"2262672","28"
"2263010","921024"
"2265991","14"
"2268814","868"
"2268985","112849"
"2272207","596346"
"2274438","31"
"2275241","4110395"
"2281728","307"
"2287123","1946460"
"2287652","5261075"
"2288022","573789"
"2292846","82"
"2298439","292347"
"2299899","25"
"2300146","4013"
"2301765","819286"
"2302776","143"
"2303147","4211040"
"2304699","5359786"
"2309221","3860"
"2312161","223212"
"2312650","9"
"2317473","21"
"2320110","3501561"
"2322261","842362"
"2323104","355829"
"2325420","5348271"
"2329187","6924"
"2329346","3313124"
"2330563","9"
"2330994","50245"
"2332413","375"
"2349325","26"
"2350605","43"
"2353830","8"
"2362594","24"
"2363283","1139897"
"2365822","1268727"
"2370015","3184313"
"2372316","16"
"2372635","9"
"2374697","2794615"
"2381199","166"
"2381296","184"
"2381394","3801636"
"2382130","40005"
"2384643","2361219"
"2386884","5185387"
"2389097","1320694"
"2389919","4211885"
"2392236","1139336"
"2397902","739458"
"2399660","1155464"
"2402121","4426996"
"2407616","1349873"
"2411039","2640523"
"2412031","1858305"
"2412738","234877"
"2414064","5153367"
"2415261","2762630"
"2418609","77"
"2421218","1363240"
"2427523","750520"
"2430109","606835"
"2436020","580696"
"2436520","381"
"2441004","4369008"
"2443166","4174834"
"2447337","1181593"
"2447451","135"
"2447625","253524"
"2452318","295"
"2452470","3587694"
"2455492","5373764"
"2458329","320956"
"2461051","281909"
"2461776","1048815"
"2462235","27"
"2464121","13"
"2464158","9500"
"2464505","65"
"2466443","37"
"2470694","2268930"
"2474802","2422350"
"2475126","116"
"2476436","266"
"2477862","585744"
"2483630","106"
"2486406","2337864"
"2486887","1081695"
"2489379","4277600"
"2489926","29"
"2494728","1470"
"2494854","761842"
"2497935","64"
"2498978","73"
"2499036","374389"
"2501871","999116"
"2507777","18"
"2508698","2016365"
"2509013","950298"
"2510311","27218"
"2512026","7474"
"2512849","9"
"2513863","4575050"
"2516266","924681"
"2521658","13"
"2522967","18"
"2525656","8372"
"2529772","173"
"2533049","3604554"
"2534971","2278783"
"2535210","78"
"2535516","163648"
"2536491","527642"
"2536896","133"
"2540337","47"
"2543881","662047"
"2543966","1609294"
"2544235","3931144"
"2546134","1012"
"2546957","278"
"2550809","8094"
"2551368","1929004"
"2556357","41"
"2557586","60"
"2561564","428784"
"2561999","856854"
"2562325","2740397"
"2563073","906027"
"2563978","710409"
"2564085","345"
"2566076","1099330"
"2566096","253"
"2568112","2411372"
"2568835","819164"
"2568954","6"
"2569938","2279811"
"2575435","444"
"2576734","698728"
"2578645","1731584"
"2583065","265607"
"2583402","3"
"2587212","10023"
"2589928","1580656"
"2592092","5403236"
"2593016","374"
"2596690","35"
"2601464","39"
"2601761","12"
"2604271","971"
"2604674","1935550"
"2605282","4482"
"2608419","38"
"2612807","16"
"2613708","3456280"
"2614862","4390971"
"2618944","4720757"
"2621706","251112"
"2622658","1547"
"2626639","20"
"2632389","9270"
"2634159","1299756"
"2634203","5075071"
"2636322","386"
"2639813","3306"
"2640173","5081"
"2645464","1488558"
"2647935","1333661"
"2647941","673818"
"2656765","2099247"
"2657881","1326753"
"2660512","3108608"
"2660629","1917773"
"2660910","123783"
"2661709","16"
"2665820","5"
"2666839","4276"
"2666923","2296213"
"2667009","4"
"2668983","1331382"
"2669690","5195250"
"2672165","52410"
"2674959","59"
"2677524","44"
"2677928","118"
"2678426","570"
"2688382","821526"
"2688624","913810"
"2688980","1126851"
"2696481","4350887"
"2702547","3652703"
"2705667","45"
"2711084","40"
"2711709","930185"
"2716669","5308151"
"2716892","756"
"2717653","972"
"2720171","1728129"
"2725597","1162"
"2727652","3984592"
"2730498","74"
"2735694","61"
"2740831","10"
"2743107","2465"
"2744420","292321"
"2745895","8"
"2746591","5"
"2756422","739527"
"2756553","2395296"
"2757203","1404098"
"2758027","78681"
"2761458","121649"
"2764229","3109773"
"2766976","104"
"2767811","519159"
"2774074","79"
"2775242","430583"
"2778768","46"
"2780247","482"
"2781574","2943896"
"2784782","1354425"
"2785323","209796"
"2785414","209771"
"2785978","27"
"2788805","77"
"2789182","2919247"
"2791793","31"
"2794137","5239307"
"2795280","863814"
"2799814","363028"
"2800975","810955"
"2802541","3313673"
"2805280","1471946"
"2806004","44"
"2806625","3203625"
"2808368","3809044"
"2813478","2380234"
"2813854","590230"
"2820249","5331382"
"2821509","4381562"
"2825144","1296645"
"2831921","2012818"
"2832577","875437"
"2834034","5297618"
"2834071","128148"
"2837593","2532952"
"2839663","2149766"
"2846745","1210756"
"2848481","24"
"2849302","829287"
"2850074","41"
"2855826","336206"
"2858345","3387350"
"2858574","4567638"
"2860354","1610970"
"2860879","5180766"
"2862690","5048873"
"2863864","670"
"2864739","1216"
"2864743","835697"
"2867027","1880432"
"2869930","1150"
"2870880","774645"
"2880519","4620030"
"2880638","3734371"
"2881479","8"
"2889933","11"
"2890218","2710518"
"2891184","49274"
"2893628","13"
"2896641","168"
"2902041","901488"
"2902406","138"
"2903879","1863882"
"2905349","1941034"
"2905745","14"
"2905886","3597128"
"2909826","608741"
"2915574","2880853"
"2915841","64"
"2916338","91861"
"2917370","1474"
"2917395","61"
"2920434","3184366"
"2920752","2445314"
"2921242","20"
"2926402","1467390"
"2928006","16425"
"2929993","19"
"2935270","5171798"
"2937249","53"
"2938563","1843"
"2940500","29"
"2941334","4519046"
"2943892","20"
"2948037","1086"
"2951738","351"
"2951793","96"
"2952189","696212"
"2952710","3136783"
"2953188","2571"
"2954018","859871"
"2955183","2"
"2957475","14"
"2962038","4726625"
"2962202","7"
"2962811","12"
"2963116","483"
"2965487","751877"
"2967874","141172"
"2968502","995167"
"2968690","3862832"
"2969719","210861"
"2970356","20"
"2971826","1125250"
"2972468","777319"
"2973551","274291"
"2973993","21"
"2977370","8"
"2978441","25343"
"2980143","3686856"
"2980327","3485079"
"2982973","47"
"2983318","2098514"
"2983384","113"
"2985097","1412118"
"2988542","20"
"2989669","603"
"2993517","553307"
"2994412","4"
"2996459","41196"
"2997131","3314186"
"2998653","450"
"3002828","328327"
"3005360","1471636"
"3005506","59"
"3006090","73"
"3007927","185"
"3008059","4"
"3009048","53"
"3009137","299"
"3013692","3276139"
"3016623","5909"
"3019125","36"
"3019353","2201554"
"3022446","48131"
"3023050","2677"
"3024833","390934"
"3024891","279"
"3032770","1046"
"3036134","222"
"3036711","1222"
"3039545","17"
"3040304","279798"
"3044485","623361"
"3047437","169559"
"3048055","541"
"3048982","33"
"3050703","43"
"3051285","648682"
"3053972","2301921"
"3055577","150"
"3059483","209375"
"3067813","629"
"3069876","6583"
"3069981","135"
"3073751","66"
"3074614","63"
"3074703","2080"
"3076581","92"
"3079463","53"
"3079901","15"
"3079925","16"
"3081421","1592127"
"3087714","16"
"3092745","7"
"3092986","17"
"3095206","58"
"3098834","86"
"3100128","2079071"
"3105690","12"
"3106054","299025"
"3107128","1417615"
"3108597","1812967"
"3108944","463711"
"3110353","27690"
"3111869","145653"
"3113253","946415"
"3116542","252"
"3117488","5016948"
"3119804","24"
"3121367","4784051"
"3123831","1906921"
"3124051","2565"
"3124063","42"
"3125547","26"
"3125556","1427428"
"3127122","880350"
"3128062","587138"
"3129899","1939048"
"3130141","36819"
"3131588","1641"
"3146324","4327169"
"3146798","3732229"
"3152284","2627"
"3156710","1741110"
"3156992","29559"
"3158194","3828987"
"3164288","4"
"3168527","4441036"
"3168805","4774986"
"3169404","3693979"
"3170196","124"
"3170263","61"
"3171138","16"
"3171493","79"
"3174066","1148624"
"3174128","15"
"3174747","584"
"3176590","20"
"3177171","1333163"
"3178200","129"
"3181358","64"
"3181583","1165793"
"3182695","197"
"3190289","2732977"
"3190821","181317"
"3191338","215"
"3194632","3940999"
"3195788","13"
"3195917","1140909"
"3196335","4726944"
"3199284","6"
"3199568","849"
"3200011","36"
"3201896","1263869"
"3202348","782012"
"3204194","1289408"
"3204891","732"
"3205857","231432"
"3207051","2253745"
"3208604","4511982"
"3225467","59"
"3226713","9"
"3229046","1450"
"3234984","3093"
"3238045","106"
"3240974","579961"
"3242732","22"
"3243506","1178505"
"3244064","1756935"
"3247270","3790417"
"3248613","2609"
"3252400","5181489"
"3254112","507163"
"3260310","7"
"3264541","1017127"
"3265435","766221"
"3268484","4197"
"3269578","3594540"
"3272940","818"
"3278354","41"
"3282710","4"
"3283562","57"
"3284406","29261"
"3284433","156092"
