answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
,2016-02-14 03:17:53.97 UTC,50,35387979,creat facebook share button store post.titl post.desc htmlentit encod mysql retrev display first hemlentit decod display valu $sce.trustashtmlpost.titl $sce.trustashtmlpost.titl share function dialog facebook share open still see special charact want name descript facebook share shown simpl text html $sce.trustashtml,0.14,7,angularjs facebook facebook-graph-api javascript,bind text html facebook share tag angularj,4,scripting|encode|decode|trust,0.25300633907318115
