[(0, 0.2012462), (1, 0.28293288), (2, 0.5158209)]
[(0, 0.23122552), (1, 0.2401599), (2, 0.5286146)]
[(0, 0.43394268), (1, 0.2576337), (2, 0.30842367)]
[(0, 0.31027827), (1, 0.3355489), (2, 0.35417286)]
[(0, 0.44431716), (1, 0.24265088), (2, 0.31303194)]
[(0, 0.50612634), (1, 0.21931791), (2, 0.27455577)]
[(0, 0.44446093), (1, 0.2944842), (2, 0.2610549)]
[(0, 0.2989487), (1, 0.36923018), (2, 0.33182108)]
[(0, 0.37494746), (1, 0.21257292), (2, 0.41247964)]
[(0, 0.49015635), (1, 0.27601942), (2, 0.2338242)]
[(0, 0.39344475), (1, 0.26207674), (2, 0.34447855)]
[(0, 0.50322366), (1, 0.15130468), (2, 0.34547165)]
[(0, 0.19818619), (1, 0.37046272), (2, 0.4313511)]
[(0, 0.46151957), (1, 0.23135327), (2, 0.30712712)]
[(0, 0.5615681), (1, 0.17389575), (2, 0.26453617)]
[(0, 0.30893353), (1, 0.18208362), (2, 0.5089829)]
[(0, 0.43434685), (1, 0.35168234), (2, 0.21397084)]
[(0, 0.22162327), (1, 0.20140399), (2, 0.5769727)]
[(0, 0.3947592), (1, 0.27727), (2, 0.3279708)]
[(0, 0.23280598), (1, 0.14496632), (2, 0.62222767)]
[(0, 0.4575935), (1, 0.27127334), (2, 0.27113315)]
[(0, 0.48513398), (1, 0.13921556), (2, 0.37565047)]
[(0, 0.2361242), (1, 0.34302208), (2, 0.42085367)]
[(0, 0.2784491), (1, 0.19905674), (2, 0.5224942)]
[(0, 0.45253548), (1, 0.20723437), (2, 0.3402302)]
[(0, 0.44630605), (1, 0.21258193), (2, 0.34111202)]
[(0, 0.14333105), (1, 0.1678929), (2, 0.688776)]
[(0, 0.2972382), (1, 0.24520433), (2, 0.4575574)]
[(0, 0.29785854), (1, 0.29381433), (2, 0.40832713)]
[(0, 0.25825354), (1, 0.24882613), (2, 0.4929203)]
[(0, 0.1734559), (1, 0.115815476), (2, 0.71072865)]
[(0, 0.3036411), (1, 0.39041376), (2, 0.3059451)]
[(0, 0.19201294), (1, 0.18826061), (2, 0.6197264)]
[(0, 0.29434055), (1, 0.24634431), (2, 0.45931515)]
[(0, 0.46964166), (1, 0.24697183), (2, 0.2833865)]
[(0, 0.23560533), (1, 0.31710973), (2, 0.44728488)]
[(0, 0.43840525), (1, 0.2569314), (2, 0.3046633)]
[(0, 0.2691533), (1, 0.20606555), (2, 0.5247811)]
[(0, 0.43312225), (1, 0.28150663), (2, 0.28537112)]
[(0, 0.2211609), (1, 0.13101006), (2, 0.6478291)]
[(0, 0.5161756), (1, 0.24906547), (2, 0.2347589)]
[(0, 0.5536351), (1, 0.17620759), (2, 0.27015722)]
[(0, 0.36819673), (1, 0.26858547), (2, 0.36321783)]
[(0, 0.6598411), (1, 0.19604054), (2, 0.14411834)]
[(0, 0.24179375), (1, 0.1654836), (2, 0.59272265)]
[(0, 0.28346866), (1, 0.22867766), (2, 0.4878537)]
[(0, 0.24864395), (1, 0.25849742), (2, 0.49285865)]
[(0, 0.24579823), (1, 0.22919235), (2, 0.52500945)]
[(0, 0.44455776), (1, 0.36175787), (2, 0.19368437)]
[(0, 0.22312048), (1, 0.13655217), (2, 0.6403274)]
[(0, 0.2532365), (1, 0.21168691), (2, 0.53507656)]
[(0, 0.32566786), (1, 0.23374951), (2, 0.44058263)]
[(0, 0.18757735), (1, 0.20364712), (2, 0.6087755)]
[(0, 0.31450963), (1, 0.29127932), (2, 0.394211)]
[(0, 0.23969458), (1, 0.13674377), (2, 0.6235617)]
[(0, 0.45406622), (1, 0.2641998), (2, 0.281734)]
[(0, 0.55470425), (1, 0.21354455), (2, 0.23175122)]
[(0, 0.19383875), (1, 0.1699392), (2, 0.636222)]
[(0, 0.30717552), (1, 0.2483473), (2, 0.4444772)]
[(0, 0.34807116), (1, 0.27317378), (2, 0.37875506)]
[(0, 0.4899739), (1, 0.21148576), (2, 0.29854035)]
[(0, 0.37234923), (1, 0.36488786), (2, 0.2627629)]
[(0, 0.4847476), (1, 0.28767103), (2, 0.22758143)]
[(0, 0.25563598), (1, 0.21985549), (2, 0.52450854)]
[(0, 0.26368916), (1, 0.2173699), (2, 0.51894087)]
[(0, 0.18421985), (1, 0.21796273), (2, 0.5978174)]
[(0, 0.2705205), (1, 0.36858103), (2, 0.36089846)]
[(0, 0.3070924), (1, 0.39624107), (2, 0.2966665)]
[(0, 0.3860011), (1, 0.32652527), (2, 0.28747362)]
[(0, 0.20261261), (1, 0.25248742), (2, 0.5449)]
[(0, 0.3588463), (1, 0.2593313), (2, 0.38182235)]
[(0, 0.2514731), (1, 0.3280143), (2, 0.4205126)]
[(0, 0.3915068), (1, 0.3444995), (2, 0.2639937)]
[(0, 0.17843603), (1, 0.3612213), (2, 0.4603427)]
[(0, 0.3230661), (1, 0.38189673), (2, 0.29503718)]
[(0, 0.22191443), (1, 0.21486703), (2, 0.5632186)]
[(0, 0.39349788), (1, 0.3583372), (2, 0.24816494)]
[(0, 0.48478758), (1, 0.23450287), (2, 0.28070956)]
[(0, 0.48939705), (1, 0.34193644), (2, 0.16866651)]
[(0, 0.3464463), (1, 0.21043105), (2, 0.44312263)]
[(0, 0.17575158), (1, 0.33876652), (2, 0.4854819)]
[(0, 0.3095529), (1, 0.27908075), (2, 0.41136634)]
[(0, 0.47340792), (1, 0.33127794), (2, 0.19531412)]
[(0, 0.23002326), (1, 0.14130875), (2, 0.62866795)]
[(0, 0.29049742), (1, 0.26889998), (2, 0.44060263)]
[(0, 0.48097283), (1, 0.20378155), (2, 0.31524563)]
[(0, 0.27238527), (1, 0.29604074), (2, 0.43157393)]
[(0, 0.25603732), (1, 0.3561182), (2, 0.38784447)]
[(0, 0.1576172), (1, 0.13675803), (2, 0.70562476)]
[(0, 0.22939883), (1, 0.43848437), (2, 0.33211678)]
[(0, 0.5903765), (1, 0.22809939), (2, 0.18152414)]
[(0, 0.33836457), (1, 0.1870341), (2, 0.47460136)]
[(0, 0.33333525), (1, 0.3073451), (2, 0.35931966)]
[(0, 0.28784463), (1, 0.19500354), (2, 0.5171518)]
[(0, 0.31388047), (1, 0.27753395), (2, 0.40858555)]
[(0, 0.24840058), (1, 0.257662), (2, 0.49393743)]
[(0, 0.5627669), (1, 0.15241547), (2, 0.28481767)]
[(0, 0.3909303), (1, 0.18472323), (2, 0.42434654)]
[(0, 0.2994678), (1, 0.38401318), (2, 0.316519)]
