Topic ID,Category,Sub-Category,Frequency,Norm Frequency,Share,Norm Share
0,Secure Development,Implementation,38,0.01736745886654479,89.7319938690689,0.04101096611931851
1,Data Security,Password/Data Storage,2150,0.9826325411334552,2098.2680031509226,0.9589890325187032
