id,view_count
"8021","66746"
"29061","32858"
"33412","167518"
"33829","246"
"39135","9711"
"43199","1099"
"57384","2850"
"70170","897"
"72304","2898"
"78869","18547"
"84096","125095"
"84680","63567"
"96945","3656"
"97137","158316"
"102425","1625"
"102778","706"
"112396","421029"
"116415","1145"
"123902","7287"
"126798","53432"
"137212","142714"
"140113","2730"
"143523","7365"
"150167","122760"
"153220","32534"
"161160","2671"
"163113","2065"
"178479","322736"
"181341","34064"
"182133","3510"
"183830","4136"
"190376","568"
"190912","9314"
"221149","5547"
"232584","2608"
"232839","591"
"233217","311986"
"244283","1954"
"248562","171197"
"256899","605"
"267738","6708"
"271090","18500"
"271518","1096"
"288289","1642"
"288500","3227"
"295163","2322"
"295436","8243"
"300334","12676"
"303028","1772"
"304268","421181"
"308609","10542"
"309202","2725"
"311243","5879"
"318781","839"
"319634","3063"
"320355","1879"
"320477","957"
"325637","6798"
"338578","26807"
"339004","80443"
"339531","5657"
"340820","22052"
"346225","1859"
"347056","8481"
"353010","2888"
"361231","9861"
"363329","732"
"367530","2812"
"368792","420"
"372268","15754"
"373518","9442"
"376551","30998"
"376561","6427"
"377901","9763"
"385907","8842"
"390150","154274"
"407990","456"
"411037","1019"
"411331","119118"
"415953","1022895"
"427046","2677"
"427821","12218"
"430755","43029"
"437375","17101"
"438508","213"
"440463","76307"
"443151","7574"
"453925","3150"
"472739","3150"
"473566","1873"
"476640","202"
"480895","12758"
"485023","20273"
"494860","529"
"496651","244083"
"510846","2440"
"517527","16316"
"520255","797"
"530972","396"
"531096","13242"
"537596","49063"
"543896","22632"
"545082","14762"
"545667","41361"
"547219","164794"
"552982","1308"
"556670","7480"
"561938","1096"
"565531","145"
"567482","5127"
"568227","3173"
"570450","30187"
"571081","2548"
"580686","6003"
"581655","1747"
"587357","37498"
"592403","10632"
"610896","1289"
"612121","2876"
"622732","5332"
"626043","497"
"628416","31720"
"636172","3463"
"637496","2687"
"646224","4749"
"663397","7280"
"683885","2125"
"684081","72602"
"687291","1818"
"687787","15203"
"691222","188"
"696793","1233"
"700476","590"
"705728","31291"
"706856","468"
"719556","5138"
"719747","3047"
"723129","5800"
"729195","584"
"729203","3276"
"733753","23817"
"752890","6454"
"754205","138"
"756133","348"
"759722","2975"
"759800","397"
"762459","36109"
"770969","2335"
"785652","4504"
"785973","150276"
"797090","24814"
"800172","656"
"804023","1765"
"805153","606"
"805329","287"
"806169","4681"
"808988","1007"
"810493","70796"
"811590","5172"
"812275","1661"
"820261","5517"
"825638","7407"
"829522","21982"
"836007","1510"
"836281","1437"
"836520","114"
"839051","781"
"839213","5888"
"840279","4856"
"841446","1384"
"842222","1018"
"846957","9165"
"848205","544"
"848734","1378"
"850497","5785"
"851093","1005"
"851623","1421"
"852453","19643"
"853332","11337"
"859111","181164"
"859218","11833"
"862571","2209"
"865460","17874"
"867751","9033"
"868776","24600"
"869255","3045"
"869589","34602"
"874903","19030"
"875467","403117"
"885005","2509"
"885810","1259"
"886397","747"
"888346","156"
"889406","16568"
"890935","205417"
"900763","990"
"901251","5603"
"906210","959"
"906402","440594"
"908748","60404"
"909979","858"
"914069","256"
"916061","2293"
"920809","589"
"924968","10508"
"925377","36009"
"933483","7520"
"934474","576"
"935666","2005"
"937412","16093"
"944679","9134"
"948933","1269"
"949190","2771"
"950885","3908"
"951477","7352"
"955399","1077"
"955624","32671"
"956657","5559"
"964547","540"
"967194","318"
"968565","19384"
"975054","3615"
"977321","838"
"979910","9676"
"984644","6260"
"986892","67765"
"991703","2239"
"992019","547419"
"995035","1673"
"995514","171066"
"997304","1320"
"1000347","8671"
"1001179","76604"
"1003365","4015"
"1009766","319"
"1009996","4437"
"1010356","22093"
"1012363","6001"
"1012792","20001"
"1013032","33776"
"1016372","3519"
"1019837","4573"
"1028388","467"
"1031558","2641"
"1032721","29357"
"1033947","10037"
"1037009","5840"
"1037590","48657"
"1044986","15422"
"1045895","5659"
"1051953","644"
"1061171","1374"
"1069142","802"
"1075128","35335"
"1079077","3190"
"1089600","11532"
"1093202","321"
"1093817","738"
"1105913","423"
"1107007","895"
"1114685","2696"
"1115739","5955"
"1122324","3646"
"1130904","4218"
"1132567","193905"
"1135446","5879"
"1139447","1711"
"1169123","276"
"1170185","8736"
"1175074","1172"
"1175352","5193"
"1187949","21476"
"1199802","3155"
"1202535","4817"
"1205135","392470"
"1206494","5259"
"1211333","2410"
"1217046","1764"
"1225633","3125"
"1226083","20788"
"1227478","1002"
"1233206","9710"
"1234598","1104"
"1236481","2421"
"1238763","5736"
"1240575","3548"
"1244607","1246"
"1244717","14725"
"1247637","220"
"1250319","6199"
"1255083","17156"
"1258404","6025"
"1264262","9115"
"1265488","10964"
"1269359","4255"
"1269735","1059"
"1270703","49492"
"1277378","2157"
"1283982","776"
"1284771","26372"
"1287450","8735"
"1291584","15242"
"1291978","18439"
"1301297","3564"
"1303220","14455"
"1305243","676"
"1315833","2684"
"1331257","347"
"1340366","49757"
"1349170","63"
"1350432","154"
"1354803","33998"
"1362115","589"
"1363452","812"
"1365187","1396"
"1374170","32820"
"1376674","4645"
"1381335","1589"
"1381965","4784"
"1384968","25978"
"1391643","3860"
"1396375","9141"
"1398556","969"
"1399505","2970"
"1400023","2798"
"1400255","1558"
"1401248","3657"
"1413184","16130"
"1417271","24733"
"1422977","15375"
"1423520","4352"
"1423741","1789"
"1429610","3486"
"1431486","408"
"1433336","575"
"1440030","49617"
"1441548","9092"
"1443632","891"
"1449932","2591"
"1453085","3092"
"1454021","35043"
"1454519","1340"
"1455856","14326"
"1466709","1483"
"1473604","1241"
"1473997","1515"
"1475061","2575"
"1476963","2536"
"1488404","1505"
"1492043","1761"
"1492762","5601"
"1497297","14810"
"1497322","9780"
"1498108","3103"
"1499115","383"
"1502465","2381"
"1503241","1560"
"1508314","2874"
"1511674","109619"
"1514112","158"
"1519435","1245"
"1524107","3494"
"1531740","19371"
"1540007","8351"
"1541585","2899"
"1546817","2396"
"1552330","2780"
"1554799","1635"
"1554912","6893"
"1554970","1102"
"1555476","3262"
"1564446","373"
"1569736","1314"
"1571999","3119"
"1572813","2353"
"1577081","1190"
"1577290","4298"
"1580012","23316"
"1581759","2135"
"1582115","1676"
"1582161","104905"
"1582537","981"
"1584177","345"
"1589164","427"
"1589216","1298"
"1589996","2262"
"1593253","15008"
"1596187","1368"
"1599012","149"
"1599443","520"
"1611365","3898"
"1612191","447"
"1612485","2349"
"1613212","98930"
"1615871","49184"
"1622492","690"
"1623865","954"
"1623924","13203"
"1624137","2881"
"1626549","179308"
"1629958","919"
"1630712","1452"
"1633750","3656"
"1638170","71974"
"1644059","1244"
"1645747","16718"
"1647759","13461"
"1650596","18737"
"1660845","867"
"1665736","5410"
"1665963","143"
"1666028","6247"
"1666052","353679"
"1666866","4269"
"1667215","3860"
"1671504","373"
"1676513","7877"
"1677465","12867"
"1680190","889"
"1689237","959"
"1694466","5646"
"1698864","748"
"1709441","78087"
"1710423","528"
"1715296","3669"
"1715941","181"
"1722984","352"
"1725863","31106"
"1730019","4184"
"1731966","54185"
"1734558","1644"
"1745603","1692"
"1752621","172"
"1754144","494"
"1754215","6347"
"1754915","130"
"1755757","136"
"1756801","23262"
"1760785","79622"
"1761365","865"
"1761482","1731"
"1762391","553"
"1762453","15561"
"1764064","288"
"1769015","875"
"1782528","95"
"1785199","5460"
"1785555","27117"
"1786325","2692"
"1798829","987"
"1803254","9330"
"1807432","3319"
"1812891","251705"
"1814048","3668"
"1816141","1476"
"1819228","1161"
"1820995","17125"
"1821178","3851"
"1821545","31297"
"1826075","305"
"1828388","11026"
"1828775","309208"
"1832640","1245"
"1850445","515"
"1856552","13133"
"1878052","2395"
"1880929","23283"
"1888503","2162"
"1890542","1804"
"1895185","150536"
"1896715","18158"
"1900179","4412"
"1905216","160"
"1907111","2342"
"1907590","274"
"1912785","6882"
"1913068","5063"
"1913244","241"
"1915535","1603"
"1918542","3702"
"1923408","767"
"1923435","47505"
"1925104","57733"
"1927246","167"
"1931871","91"
"1935348","1224"
"1935479","4037"
"1936862","535"
"1947608","710"
"1947967","2063"
"1949987","2400"
"1953995","1841"
"1955612","2965"
"1956506","10963"
"1958962","3413"
"1962823","4955"
"1962852","3345"
"1970195","124"
"1976022","509"
"1986261","6269"
"1998176","314"
"1998297","97068"
"1999842","1313"
"2002728","2723"
"2011407","1702"
"2016190","88806"
"2018487","7765"
"2019199","742"
"2023549","15135"
"2043018","48387"
"2049363","986"
"2052251","20541"
"2054687","12993"
"2055314","35372"
"2059421","542"
"2059617","2809"
"2061822","539"
"2069392","2457"
"2072241","8607"
"2079366","3385"
"2085741","2926"
"2090765","21212"
"2096444","5137"
"2097214","4965"
"2098681","722"
"2099003","700"
"2100433","3782"
"2101151","4977"
"2102148","2354"
