id,view_count
"328","79778"
"657","4534"
"5611","6615"
"15266","9588"
"16861","34392"
"28369","3081"
"36877","110259"
"38875","24892"
"39929","1804"
"49455","2432"
"54230","26694"
"55218","15106"
"55643","9970"
"60174","1772006"
"64631","5212"
"69979","2789"
"70653","9947"
"71328","26755"
"73947","28956"
"74358","84377"
"76359","6933"
"80612","11484"
"90413","13675"
"93100","7365"
"97984","209127"
"110575","66504"
"112768","2784"
"120977","554"
"123499","4173"
"127638","567"
"129677","534279"
"131017","1276"
"131902","1700"
"132134","549"
"134099","211172"
"140439","85457"
"143632","8718"
"146839","477"
"148068","9157"
"154844","4751"
"157938","210145"
"159114","439"
"172040","2742"
"172392","2598"
"173727","7565"
"187434","532"
"187736","42231"
"189555","166241"
"199017","4903"
"211483","207"
"213683","382"
"214431","4764"
"216324","2726"
"218531","773"
"220437","13016"
"223800","94662"
"226155","2042"
"230845","13057"
"232228","11157"
"241953","1226"
"242118","1150"
"243426","615"
"244952","7669"
"256172","34245"
"258625","1873"
"260236","20525"
"260664","5470"
"269713","4420"
"278571","7653"
"281485","576"
"286938","64948"
"291874","1469"
"297850","3015"
"298535","16959"
"322607","329"
"325323","4251"
"329956","14194"
"334776","7045"
"335677","316"
"335888","5003"
"336575","8905"
"339180","2893"
"339603","50415"
"343995","3996"
"346826","498"
"347088","1473"
"354021","3082"
"358772","5809"
"362461","5329"
"368329","4675"
"372465","268"
"373761","762"
"379387","630"
"388800","119353"
"394214","7784"
"395652","2078"
"401656","221740"
"410150","831"
"410392","30735"
"413137","2838"
"414034","8721"
"419738","1445"
"423369","665"
"426294","3930"
"431698","1750"
"436220","234450"
"437962","1364"
"443988","1272"
"446467","552"
"446986","5710"
"447600","5530"
"451583","8745"
"451601","420"
"451623","4235"
"456546","5100"
"457014","3835"
"459614","4147"
"461800","9053"
"463832","6386"
"465180","1078"
"466748","4260"
"474698","6404"
"475216","12183"
"475928","1639"
"477649","7634"
"478251","824"
"481743","9901"
"481995","2908"
"487889","2708"
"488804","21683"
"492340","380"
"493531","1391"
"498521","23852"
"498630","8186"
"499062","242"
"501231","32303"
"503666","1526"
"509449","2314"
"523629","12023"
"524908","2665"
"525056","2143"
"526438","2844"
"534742","12565"
"543096","361"
"544239","14582"
"544433","21800"
"545294","22498"
"556572","789"
"564632","1126"
"565425","2767"
"568247","3837"
"568609","2291"
"568657","28750"
"568924","2147"
"568995","14823"
"569871","2672"
"577507","2381"
"583592","2055"
"585358","2551"
"585891","341"
"588803","701"
"591300","2056"
"595114","24174"
"598844","96"
"599509","8550"
"599535","12690"
"602539","15405"
"604634","20380"
"606098","971"
"606099","7398"
"606179","47014"
"608112","1502"
"613680","819"
"619620","1972"
"619991","2254"
"623788","621"
"629695","1157"
"633109","7728"
"636912","680"
"638057","1368"
"642007","1258"
"646425","24157"
"647514","7420"
"648307","516"
"650101","1919"
"650979","845"
"651481","385"
"651902","2064"
"652300","47687"
"654688","3617"
"655691","2317"
"656329","74"
"659197","20355"
"659657","1952"
"659737","3829"
"660175","1969"
"661084","13929"
"663490","8422"
"666828","36139"
"675172","3195"
"679756","13272"
"688766","12731"
"690108","13943"
"693270","13503"
"693826","2683"
"697134","2423"
"701078","34005"
"701687","643"
"703704","128"
"703963","1104"
"705636","516"
"713165","4779"
"717776","131"
"721436","3349"
"723791","7123"
"723856","2184"
"723945","487"
"728164","15230"
"729041","229"
"729130","8906"
"732561","16630"
"738500","4289"
"738776","510"
"742730","930"
"749682","23687"
"753081","1118"
"759149","288"
"762221","478"
"768442","8780"
"768677","2484"
"772502","631"
"778382","42658"
"779917","1705"
"782785","501"
"789599","197"
"790086","2162"
"790232","18470"
"792097","7024"
"792522","1691"
"793761","100901"
"798413","13654"
"801347","7164"
"802879","3307"
"804969","3322"
"811670","798"
"812639","964"
"820307","1027"
"824822","950"
"826981","4268"
"828400","586"
"830472","1526"
"834932","1568"
"839172","1568"
"840386","2273"
"841957","2753"
"847306","2125"
"852332","9819"
"858149","863"
"860895","1907"
"860954","52631"
"861864","3990"
"864791","9308"
