id,view_count
"8318","9592"
"14617","379970"
"16451","13820"
"17376","3351"
"24723","67145"
"29357","587"
"33745","18252"
"34638","5090"
"37343","1788"
"39564","2806"
"39916","18950"
"49226","9445"
"49473","4056"
"65494","1286"
"76324","2332"
"77686","736"
"84641","6576"
"90517","660"
"102788","9626"
"103203","2004"
"108838","2352"
"119926","3694"
"120380","2269"
"127459","11097"
"127739","2553"
"132384","1908"
"159282","1637"
"166411","1056"
"168610","157167"
"171519","172153"
"174131","3647"
"185211","840"
"186125","800"
"196845","229"
"205183","2370"
"211099","4859"
"217511","20902"
"219944","730"
"219999","1750"
"242669","5320"
"257015","12023"
"276310","3679"
"277044","32896"
"277100","1543"
"290545","1254"
"295515","3221"
"295628","11979"
"297952","7283"
"302357","2281"
"308659","6920"
"309615","44393"
"313730","14744"
"315132","41258"
"318214","514"
"321061","4262"
"321787","9971"
"323939","5927"
"324726","10934"
"333812","7433"
"347856","13386"
"348090","2251"
"350177","4784"
"353815","1565"
"359620","10225"
"360520","98907"
"362386","7906"
"388749","6891"
"395375","221"
"398179","2973"
"398537","6887"
"401985","8373"
"404027","1925"
"407687","374"
"429352","504"
"435912","4697"
"442862","44597"
"442995","2483"
"461886","5766"
"475833","2082"
"477144","11692"
"479535","12334"
"491109","480"
"493646","1188"
"495392","6867"
"506939","1693"
"521101","104029"
"521418","54872"
"522723","628"
"525408","2244"
"528938","7045"
"529997","3189"
"539816","9962"
"540738","576"
"546242","1777"
"546438","55682"
"546447","755"
"552108","227"
"556110","2401"
"557746","2285"
"561024","53059"
"573121","983"
"573307","7131"
"578679","4590"
"579224","10882"
"594049","2835"
"605589","256"
"607560","1403"
"617471","11725"
"633890","304"
"635088","571"
"635171","2982"
"639680","25485"
"645609","1042"
"646195","36358"
"656373","6180"
"656787","262"
"658826","10687"
"659950","1903"
"663890","33606"
"663910","419"
"668958","134"
"673355","946"
"674510","762"
"685855","45181"
"685937","540"
"686481","1751"
"699254","39659"
"700529","11062"
"713344","1649"
