id,view_count
"1426117","3019"
"1428590","548"
"1432196","1811"
"1436252","2588"
"1437312","1186"
"1438196","1496"
"1439900","3333"
"1441411","97"
"1442538","2298"
"1444153","20358"
"1445388","9616"
"1446213","528"
"1447045","1410"
"1451189","2193"
"1454929","1037"
"1455434","2736"
"1457084","2463"
"1458260","5330"
"1459501","6194"
"1460546","357"
"1461036","405"
"1461088","1961"
"1462375","2327"
"1464582","130"
"1466077","947"
"1466738","53"
"1468462","2177"
"1468615","628"
"1470077","93"
"1471130","121"
"1471239","2628"
"1474297","153"
"1476891","548"
"1476989","4163"
"1478992","1342"
"1479769","894"
"1481793","1844"
"1482476","16437"
"1482990","1220"
"1483348","3061"
"1483892","198194"
"1484065","122"
"1484440","8065"
"1488526","194"
"1488680","2989"
"1489069","2179"
"1489192","3195"
"1492118","957"
"1494705","1012"
"1496793","43248"
"1497287","3839"
"1498211","3326"
"1498936","268"
"1501230","4345"
"1501803","1740"
"1501966","1726"
"1502781","5647"
"1503974","13761"
"1504097","561"
"1505179","2979"
"1505382","510"
"1507452","2847"
"1508082","1841"
"1508375","124"
"1508998","5759"
"1509154","784"
"1510599","134"
"1510928","922"
"1512291","709"
"1513267","1023"
"1513519","1915"
"1513668","1705"
"1518180","419"
"1521189","1582"
"1521249","9695"
"1524227","135"
"1524596","4223"
"1525378","16128"
"1525658","5768"
"1527854","1550"
"1528928","6918"
"1529208","1593"
"1529977","698"
"1530844","4275"
"1531113","1900"
"1532014","5719"
"1532188","7845"
"1533134","941"
"1533874","1488"
"1534061","5415"
"1534908","73042"
"1536566","703"
"1536758","5188"
"1538099","272"
"1543944","1319"
"1546447","4433"
"1548053","1490"
"1548075","485"
"1552060","414"
"1555936","2602"
"1556056","280185"
"1557544","1637"
"1558718","105"
"1564182","2743"
"1566893","341"
"1570422","148119"
"1571455","934"
"1571703","3400"
"1571712","139"
"1573710","1467"
"1574224","397"
"1575275","741"
"1575577","2607"
"1575586","12232"
"1578562","939"
"1579670","3324"
"1588126","1120"
"1589289","1058"
"1589430","437"
"1590183","698"
"1595848","292020"
"1596021","9493"
"1597074","1042"
"1600743","48058"
"1603585","3127"
"1603801","1430"
"1606164","1348"
"1606192","58"
"1607227","986"
"1608522","1117"
"1610218","530"
"1614784","3868"
"1615117","65089"
"1617277","140"
"1619914","3664"
"1622495","23354"
"1623958","1700"
"1625638","3796"
"1626924","1497"
"1628305","6946"
"1629828","17722"
"1629992","3633"
"1631819","38040"
"1632351","2117"
"1632748","1589"
"1633999","315"
"1635020","1149"
"1635910","261"
"1637281","4143"
"1638434","410"
"1639035","15391"
"1640223","7627"
"1642483","111959"
"1643636","30477"
"1643647","2531"
"1644828","2356"
"1648618","29061"
"1652301","17480"
"1652914","3846"
"1653900","7312"
"1656190","1143"
"1661091","354"
"1661147","1819"
"1662133","4365"
"1662439","1199"
"1663361","1919"
"1665472","798"
"1666588","20465"
"1666814","1144"
"1668248","2563"
"1668353","32296"
"1668506","441"
"1668565","884"
"1669456","2625"
"1671694","1317"
"1673153","3327"
"1677200","1934"
"1678555","168234"
"1679659","614"
"1680565","1653"
"1685805","462"
"1686805","451"
"1691424","1765"
"1699149","1503"
"1699335","2183"
"1701885","2397"
"1702324","3982"
"1702426","53734"
"1705963","185"
"1707062","680"
"1708317","3081"
"1708415","518"
"1709452","4936"
"1713133","8821"
"1715434","7534"
"1716989","175"
"1722305","18641"
"1725138","948"
"1731773","2083"
"1734374","1111"
"1742265","2197"
"1742810","6337"
"1744218","574"
"1747374","928"
"1748500","4982"
"1751364","217"
"1756188","61596"
"1757858","264"
"1762103","1176"
"1764815","8030"
"1774761","57"
"1776236","8228"
"1777153","1381"
"1779512","1624"
"1781948","3042"
"1782910","1692"
"1785260","12969"
"1786140","97"
"1786971","2027"
"1789434","2555"
"1795060","170"
"1795492","2022"
"1797986","7658"
"1800013","9140"
"1801579","764"
"1802801","9786"
"1807042","855"
"1808305","757"
"1809500","295"
"1812510","9568"
"1813090","3596"
"1813393","871"
"1822529","3253"
"1823642","48967"
"1825000","15701"
"1829609","30734"
"1829727","2545"
"1832937","2166"
"1834396","1739"
"1834522","9190"
"1837415","472"
"1842186","51087"
"1842365","1985"
"1847410","2444"
"1848142","928"
"1848508","145"
"1849576","329"
"1850014","1252"
"1853864","1696"
"1854191","192"
"1855394","527"
"1855661","1802"
"1857098","9033"
"1857685","10719"
"1858947","19041"
"1859441","3233"
"1862036","3178"
"1868246","11084"
"1870047","3034"
"1870154","229"
"1870211","520"
"1870415","4615"
"1870573","1726"
"1872150","224"
"1879052","3763"
"1880267","3366"
"1881122","24322"
"1883655","94941"
"1884959","11622"
"1887365","15193"
"1888352","1317"
"1893405","290"
"1899724","674"
"1901765","535"
"1902037","213"
"1903049","2688"
"1903194","208"
"1904231","95"
"1904546","2326"
"1905058","183"
"1905246","34030"
"1905693","3754"
"1906027","76"
"1906691","2662"
"1907981","203"
"1909084","4260"
"1909932","845"
"1912293","260"
"1913884","3015"
"1915134","2198"
"1915797","2833"
"1917597","4027"
"1922313","10249"
"1924305","1536"
"1924464","11995"
"1926991","383"
"1927676","5523"
"1928419","1409"
"1928990","825"
"1930357","1455"
"1930675","627"
"1932576","251"
"1934908","2427"
"1937243","8236"
"1938446","911"
"1939073","3696"
"1942442","4296"
"1943881","13628"
"1945536","45863"
"1946720","426"
"1947446","184"
"1951377","300"
"1951432","140"
"1954911","3085"
"1956807","1585"
"1956846","4781"
"1958744","1196"
"1961132","1522"
"1962436","12570"
"1963078","2526"
"1964929","3373"
"1970150","1310"
"1973748","711"
"1974233","787"
"1975392","177"
"1980708","208"
"1986965","1544"
"1990853","123"
"1993629","1390"
"1998168","7177"
"1998684","728"
"2000622","1150"
"2005054","12440"
"2006473","7539"
"2010981","1393"
"2011363","603"
"2012136","357"
"2012645","12117"
"2013536","2595"
"2020261","4662"
"2020523","2196"
"2021571","1540"
"2022033","1374"
"2030926","490"
"2032379","7261"
"2033541","12357"
"2033809","1422"
"2034061","1830"
"2035803","6992"
"2036818","1605"
"2037072","5870"
"2039364","14440"
"2042601","6126"
"2043535","372"
"2047727","1705"
"2049451","451"
"2050110","167"
"2050498","188"
"2050652","1522"
"2053928","765"
"2055083","6312"
"2057227","101678"
"2061804","1163"
"2065045","7068"
"2066231","264"
"2066468","1005"
"2066489","80793"
"2066954","2131"
"2067092","424"
"2071338","1223"
"2072977","735"
"2074282","3414"
"2074676","979"
"2075406","201"
"2076194","1109"
"2076653","182"
"2076683","1648"
"2077712","171"
"2079081","1106"
"2079719","407"
"2085560","3380"
"2086730","346"
"2087769","117"
"2090768","145"
"2092747","152"
"2093537","1015"
"2093983","478"
"2094596","2520"
"2095419","5317"
"2099200","11014"
"2100356","37747"
"2103632","1151"
"2104520","1134"
"2111030","5396"
"2112186","1276"
"2114861","132"
"2122465","13396"
"2123251","311"
"2124468","16704"
"2124798","1459"
"2130043","753"
"2130123","3163"
"2133594","1515"
"2137691","1290"
"2137949","593"
"2138129","6776"
"2138429","221347"
"2139190","44493"
"2139277","13155"
"2140085","1172"
"2142638","3270"
"2147086","1083"
"2149619","11387"
"2150621","6854"
"2150703","44466"
"2150882","366980"
"2150912","1282"
"2151222","4634"
"2152718","294"
"2152985","1026"
"2153790","15761"
"2156116","6147"
"2156279","360"
"2157877","388"
"2160515","37934"
"2161246","370"
"2162932","2705"
"2163584","541"
"2165114","2878"
"2165116","1871"
"2165525","2595"
"2166098","747"
"2170508","513"
"2173052","561"
"2174464","128"
"2179836","525"
"2183433","1833"
"2184163","3884"
"2186130","1498"
"2187322","3047"
"2194731","548"
"2196054","4230"
"2197689","3285"
"2199775","669"
"2200174","184"
"2200788","9868"
"2201238","58906"
"2201631","7488"
"2203320","35177"
"2203881","1152"
"2204941","1656"
"2205282","25824"
"2208810","1802"
"2209264","3780"
"2220583","7476"
"2222383","5938"
"2223282","3979"
"2228407","1151"
"2230912","5912"
"2231127","547"
"2231642","244"
"2231681","7085"
"2234272","680"
"2240216","1677"
"2241063","63740"
"2242193","2622"
"2244169","1816"
"2245913","712"
"2247697","4634"
"2253257","7500"
"2253401","832"
"2254147","4734"
"2256408","7841"
"2266721","29856"
"2266797","17620"
"2270614","11027"
"2271827","2492"
"2271875","3127"
"2272482","4975"
"2273496","903"
"2273921","996"
"2274596","18350"
"2274836","8535"
"2276492","1586"
"2281940","1931"
"2284206","3488"
"2287273","96"
"2292284","8485"
"2294642","3902"
"2296988","1146"
"2298495","1147"
"2298620","5863"
"2299337","791"
"2305250","203"
"2311196","1642"
"2311950","379"
"2312117","4465"
"2314795","726"
"2315646","102"
"2318028","266"
"2319765","3553"
"2322366","26721"
"2326131","47565"
"2328741","767"
"2329499","12625"
"2329609","3871"
"2329815","1174"
"2331842","1542"
"2333858","6726"
"2334024","809"
"2339744","2515"
"2342816","449"
"2343831","1078"
"2347230","1135"
"2347382","800"
"2351327","361"
"2354989","4079"
"2356262","239"
"2359755","2005"
"2360842","9363"
"2361442","2353"
"2361474","1466"
"2363225","327"
"2369373","8753"
"2373904","3905"
"2375307","453"
"2377062","1663"
"2378060","2890"
"2380531","15105"
"2381737","870"
"2382358","220"
"2388968","362"
"2389561","10142"
"2389910","171"
"2390224","149"
"2390911","1255"
"2393114","2232"
"2393604","1496"
"2393789","1613"
"2394721","14715"
"2398946","1662"
"2399125","3627"
"2400213","958"
"2401516","3482"
"2402970","5665"
"2403730","278"
"2404228","1196"
"2404808","423"
"2413482","73"
"2417734","1427"
"2420122","50033"
"2424300","10308"
"2424498","810"
"2426937","329"
"2427714","795"
"2430210","2565"
"2431991","2502"
"2435695","75610"
"2435922","5263"
"2437469","74888"
"2437484","6899"
"2441607","1418"
"2442518","957"
"2442736","288"
"2443522","6386"
"2444057","2572"
"2444351","2389"
"2447735","2012"
"2449263","8574"
"2450604","2457"
"2450918","63"
"2451120","2465"
"2458087","427"
"2459533","1540"
"2459811","1816"
"2461637","291"
"2463241","1661"
"2463251","5440"
"2463540","99"
"2464265","14317"
"2464343","1079"
"2468606","1395"
"2468979","3526"
"2469494","1883"
"2475861","35670"
"2476086","1523"
"2476092","1342"
"2476360","133409"
"2478106","1036"
"2482815","637"
"2486842","2247"
"2492903","1144"
"2493637","942"
"2494207","859"
"2495962","191"
"2498136","1738"
"2501087","1061"
"2501885","1673"
"2502558","2516"
"2503433","78349"
"2509854","4174"
"2509916","1055"
"2511009","1740"
"2513181","493"
"2514948","1709"
"2517072","429"
"2517128","2841"
"2520493","13929"
"2522754","4040"
"2524093","2788"
"2525077","700"
"2525770","4890"
"2526942","3641"
"2530621","5512"
"2530818","1637"
"2531015","138"
"2532534","526"
"2532968","2913"
"2533015","13669"
"2534526","1287"
"2536007","2906"
"2536105","1463"
"2540449","4174"
"2541033","1220"
"2541971","4887"
"2544660","1374"
"2544745","1723"
"2545580","670"
"2546316","301"
"2548426","5392"
"2551803","175"
"2552562","319"
"2554403","3615"
"2557565","1568"
"2559337","2128"
"2559607","701"
"2561287","1485"
"2562783","303"
"2563584","2571"
"2565545","428"
"2566918","1444"
"2571620","10168"
"2573428","231"
"2575663","3729"
"2576649","663"
"2577103","2046"
"2578756","44479"
"2579167","4438"
"2581532","8793"
"2584630","2072"
"2587645","14581"
"2593930","2119"
"2594956","1759"
"2595826","2755"
"2595918","139"
"2595992","5745"
"2596812","941"
"2597118","14513"
"2599990","1006"
"2600326","8226"
"2600936","5762"
"2601851","9363"
"2602989","2037"
"2603959","329"
"2604742","572"
"2604845","339"
"2608194","13285"
"2610377","7501"
"2614565","861"
"2616843","1189"
"2621436","1554"
"2628970","19899"
"2634531","1307"
"2636317","247"
"2639626","486"
"2640496","592"
"2640601","1471"
"2641201","3004"
"2641768","453"
"2642038","1932"
"2642327","429"
"2642808","6483"
"2645267","680"
"2646136","541"
"2652483","3541"
"2652500","54630"
"2655072","1007"
"2659214","44165"
"2667514","3093"
"2668436","1190"
"2669231","3115"
"2672903","440"
"2674182","8927"
"2674364","5859"
"2674637","925"
"2675133","208970"
"2675486","1305"
"2676732","4616"
"2676983","3376"
"2677008","720"
"2681580","33208"
"2682476","936"
"2683404","878"
"2683867","4887"
"2684546","3528"
"2685977","539"
"2687196","6601"
"2689710","11449"
"2690082","10072"
"2690720","871"
"2693769","16905"
"2697248","1296"
"2698911","2356"
"2700628","9329"
"2702496","312"
"2705376","4054"
"2706722","2156"
"2706961","256"
"2708389","1808"
"2714155","2752"
"2714413","450"
"2719336","2252"
"2720879","96"
"2721095","2461"
"2721382","9038"
"2722335","369"
"2724867","1949"
"2725432","5238"
"2725497","997"
"2725719","76"
"2730406","4069"
"2733701","499"
"2735811","10176"
"2738493","399"
"2739981","170"
"2741917","19996"
"2743054","297"
"2746186","2366"
"2746906","2049"
"2748115","6640"
"2748593","195"
"2749769","7056"
"2755116","458"
"2757689","857"
"2757937","4816"
"2758048","3248"
"2760166","1854"
"2761617","3107"
"2765867","586"
"2768281","1559"
"2768670","6368"
"2773066","795"
"2777833","237"
"2779987","2220"
"2784224","5315"
"2789360","1869"
"2795723","2447"
"2795748","303"
"2796422","914"
"2802183","1770"
"2803333","4715"
"2804037","156"
"2805095","1521"
"2806729","1331"
"2806842","7484"
"2812003","4831"
"2813871","665"
"2815667","1376"
"2818168","1298"
"2819679","739"
"2820739","943"
"2821996","558"
"2822521","1164"
"2822608","2268"
"2826977","627"
"2833221","1193"
"2833965","502"
"2836820","3657"
"2837302","272"
"2841350","1233"
"2844630","1225"
"2849895","737"
"2850105","11346"
"2850409","9317"
"2850824","2745"
"2851002","2831"
"2851524","550"
"2851570","731"
"2852387","324"
"2856106","1299"
"2856576","2106"
"2858739","762"
"2861132","624"
"2864415","723"
"2866331","93"
"2868156","3827"
"2868419","343"
"2870211","308"
"2871273","1354"
"2874332","10276"
"2876039","69"
"2876200","244"
"2881422","7042"
"2881625","68"
"2882249","1123"
"2896888","17120"
"2897128","1748"
"2897414","1539"
"2897921","15423"
"2898807","3388"
"2899323","2201"
"2900182","2468"
"2901105","7956"
"2901248","69923"
"2901508","49"
"2902834","2266"
"2905970","410"
"2908781","736"
"2909899","4073"
"2912240","642"
"2913636","862"
"2913902","132"
"2915036","2514"
"2919228","84251"
"2921387","4010"
"2921406","13591"
"2928172","1099"
"2928187","1363"
"2928196","201"
"2930014","589"
"2931117","1506"
"2932787","2678"
"2937734","5286"
"2942240","3850"
"2944194","206"
"2947706","1915"
"2951388","991"
"2951541","5113"
"2953088","7691"
"2953509","581"
"2954292","1533"
"2957522","36168"
"2958351","6565"
"2961153","1502"
"2964342","302"
"2966126","1827"
"2966255","26018"
"2967804","13518"
"2968336","7552"
"2968627","2125"
"2972351","152"
"2975472","3739"
"2979482","120"
"2979751","5162"
"2983030","2424"
"2983702","1528"
"2986527","41"
"2986626","359"
"2988337","1246"
"2989126","331"
"2989703","8984"
"2990556","5270"
"2991633","10240"
"2992682","830"
"2992761","1244"
"2993135","5720"
"2994235","2993"
"2994257","916"
"2995895","317"
"2998961","987"
"3004269","191"
"3007337","4527"
"3010150","1572"
"3011621","14305"
"3012667","551"
"3013368","1637"
"3013884","12404"
"3014008","358"
"3016054","590"
"3016223","4132"
"3019463","1967"
"3020217","3192"
"3021024","186"
"3022529","458"
"3023270","1970"
"3024384","2201"
"3025263","287"
"3025489","1880"
"3026239","2538"
"3026633","2457"
"3028583","5913"
"3030968","182"
"3032873","2567"
"3033497","709"
"3035885","3244"
"3035969","200"
"3035974","748"
"3041322","9945"
"3042348","1807"
"3043258","1663"
"3043461","10741"
"3043936","505"
"3044674","563"
"3051401","2959"
"3054173","849"
"3056470","5617"
