Id,ParentId,OwnerUserId
"8322","8318","1054"
"14629","14617","1769"
"15937","14617","1820"
"17414","17376","92"
"29362","29357","1862"
"29369","29357","242853"
"29403","29357","2976"
"29454","29357","657"
"33815","33745","1902010"
"34917","34638","1299"
"37368","37343","1666"
"37399","37343","853"
"37450","37343","291"
"39963","39916","4269"
"43592","39564","4499"
"46988","33745","4838"
"49230","49226","80075"
"49235","49226","122"
"49256","49226","184"
"49315","49226","4165"
"49498","49473","4165"
"53006","39916","5441"
"65504","65494","17"
"65521","65494","5834"
"65546","65494",""
"76975","76324","6244"
"78224","77686","6770"
"83764","16451","8720"
"84808","84641","14134"
"84843","84641","14253"
"84918","84641","7829"
"90526","90517","560"
"90609","90517","11438"
"93350","77686","15241"
"102830","102788",""
"102891","102788","11449"
"102919","102788","7819"
"103297","103203","1310"
"103521","102788","9573"
"103635","102788","12030"
"103648","103203","16414"
"103768","103203","3474"
"108910","108838",""
"108925","108838","13663"
"120105","119926","11662"
"120401","120380","2603"
"120459","120380","11614"
"121627","120380","16724"
"121798","120380","3474"
"127495","127459","1114"
"127553","127459","11052"
"127574","127459","20820"
"127596","127459","14032"
"127639","127459","15862"
"127775","127739","8815"
"127801","127739","18180"
"132814","132384","1200"
"132952","132384","4833"
"134134","132384","21284"
"142325","102788","22465"
"159785","159282","3150"
"162414","159282","4725"
"167140","166411","18796"
"168623","168610","8815"
"168626","168610","5017"
"168629","168610","4418"
"168675","168610","11963"
"171523","171519","5441"
"171540","171519","5445"
"171989","171519","10837"
"172042","171519","1902010"
"174135","174131","15100"
"185226","185211","26227"
"185228","185211","21204"
"185229","185211","21297"
"185403","185211","15534"
"185430","185211","20"
"185622","185211","324306"
"196853","196845","18771"
"196863","196845",""
"196922","196845","18187"
"199192","196845","1155"
"202809","76324","27604"
"211140","211099","3087"
"211146","211099","9396"
"211233","211099","80075"
"212976","211099","3267"
"214667","205183","29173"
"217483","205183","1958"
"219977","219944","9361"
"219978","219944","2112692"
"220028","219999","2112692"
"220050","219999","5616"
"220059","219999","25007"
"220082","219999","4965"
"220134","219999","3905"
"220215","219999","18565"
"220333","219999","29812"
"220452","217511","3789"
"242909","242669","2136"
"243706","242669","26888"
"243930","33745","32118"
"256156","29357","7918"
"257027","257015","21699"
"257029","257015","29402"
"257036","257015","6521"
"257043","257015","5801"
"264438","257015","29157"
"271876","39564","34901"
"272197","39564","10837"
"276339","276310","35935"
"277057","277044","893"
"277287","277100","16193"
"291993","290545","462"
"293232","276310","11761"
"295521","295515","1"
"295534","295515","4418"
"295565","295515","31582"
"295574","295515","15459"
"295631","295628","8681"
