topic,up_count,down_count,laugh_count,confused_count,heart_count,hooray_count,rocket_count,eyes_count,post_total_count,post_with_up_count
topic_0,26,0,0,0,0,0,0,0,50,5
topic_1,45,1,3,2,9,3,0,0,481,24
topic_2,23,0,0,0,4,3,0,0,283,11
topic_3,66,0,1,1,0,17,0,0,180,14
topic_4,43,0,0,0,4,0,0,0,45,6
topic_5,66,3,0,0,1,0,0,0,387,24
topic_6,86,0,2,0,3,1,0,1,686,50
