topic,assigned,demilestoned,reopened,referenced,subscribed,mentioned,marked_as_duplicate,cross-referenced,connected,pinned,committed,review_requested,review_dismissed
topic_0,3,0,2,11,93,87,0,0,0,0,0,3,0
topic_1,77,56,12,308,464,447,0,0,2,1,0,71,1
topic_2,16,7,6,73,173,161,1,0,0,0,0,12,0
topic_3,19,2,1,102,207,206,0,0,1,0,0,25,0
topic_4,4,0,1,20,64,66,0,0,1,0,0,1,0
topic_5,106,100,7,190,384,348,0,0,0,0,0,66,0
topic_6,140,45,14,360,611,580,0,0,0,0,0,95,1
