id,owner_user_id
"7260","889"
"8451","716"
"10635","1220"
"11762","369"
"17670","379"
"18448","1256645"
"21965","2429"
"29346","493"
"42115","1889"
"47262","2383"
"49211","4916"
"50684","2191"
"53824","5542"
"54991","231"
"59893","454247"
"64469","8482"
"71077","184"
"71146","10957"
"74443","11105"
"83553","2915"
"86458","1595"
"94809",""
"98074","18073"
"100919","2429"
"102382","742"
"103177",""
"108518","17675"
"118599","17211"
"120116","21002"
"121493","21002"
"124674","18313"
"124885","7820"
"129544","11421"
"129629","16684"
"136219","347616"
"141399",""
"144605","23068"
"146973",""
"148879","23461"
"150737","3575"
"152419","15406"
"154430","8220"
"155400","5473"
"158800","10031"
"160373","21963"
"162031","5175"
"165808","232"
"166617","19674"
"167252","21002"
"169222","551"
"170689","15439"
"172951","17194"
"177363","20208"
"178578","25826"
"179425","22276"
"181581","15158"
"188134","14113"
"192134","577"
"196177","1463"
"197388","12862"
"198071","27493"
"198625","10446"
"201153",""
"202011","3291"
"206438","826"
"206793",""
"209242","13959"
"211169","25319"
"211941","905"
"212510",""
"212763",""
"213568","9642"
"229596",""
"234234","3153"
"234872","24898"
"239463","267"
"239979","1551"
"240224","11333"
"243646","32093"
"243995","22835"
"244019","1965"
"244152","14440"
"246822","2610"
"249540",""
"249567","11135"
"252882","21429"
"252974","30056"
"254980","12842"
"255171","2029"
"258889","6158"
"261785","32021"
"261873",""
"262756","8466"
"264889","4403"
"269101",""
"270010","17766"
"270625","16794"
"272112","1293123"
"273452",""
"280923",""
"281068",""
"281843","36668"
"283726","25093"
"284500","21828"
"288732","14333"
"289601","6434"
"290548",""
"291744","9266"
"295538","23772"
"297498","489"
"298363","36446"
"299793",""
"300582",""
"301024","6151"
"308756","25319"
"311677",""
"312621",""
"317652","999"
"318039","5618"
"319508","40875"
"321128","38349"
"326818","12597"
"327654","4653"
"331468","16794"
"332477","8220"
"341956","2501"
"343488","16909"
"344774","3226"
"354068","28540"
"359342","31516"
"360259","9236"
"360838","24610"
"379276","39677"
"379319","5287"
"379445","47466"
"379941","489"
"380336","40939"
"382353","47402"
"382383","13279"
"384725","43734"
"386982","16154"
"390853","31936"
"393118","49057"
"396324","33349"
"399155","31936"
"416771","49886"
"424517","30056"
"425688","11413"
"428478","34798"
"430386","48729"
"430599","53619"
"431013","49544"
"432570","3153"
"432753","13627"
"434404","49142"
"436760","3331"
"437864","17870"
"438142","46279"
"438704",""
"439253","22769"
"440200","814"
"442658","32037"
"443411","50198"
"444248","51"
"446981","25515"
"447785","50947"
"450380","17465"
"453404",""
"454368","56316"
"454771","18505"
"456837","195"
"457307","46279"
"459182","12243"
"462160","21682"
"462264",""
"464478","45695"
"464580","32718"
"466482","8220"
"467150","3081"
"473173","46064"
"473687","5017"
"474259","5287"
"475421","58523"
"476701","6486"
"477863","58800"
"478498","36680"
"480358","8114"
"481098","39321"
"481160","39321"
"483197","14072"
"485103","45005"
"486000","459159"
"492954","46064"
"494782",""
"497428","2191"
"502001","53605"
"503220","60561"
"503967","46064"
"507124","470"
"508608","5453"
"514307","19948"
"517062","46064"
"517628",""
"517635","32498"
"518635","61340"
"519781","41541"
"519872","854"
"521220",""
"524676","62618"
"526711","10831"
"529485","28278"
"530330",""
"532070",""
"534215","9789"
"534664",""
"536352","5147"
"538708","51816"
"540161","2768"
