id,owner_user_id
"2287123","50049"
"2287652","122677"
"2288022","383"
"2292846","115681"
"2298439","162192"
"2299899","277366"
"2300146",""
"2301765","230675"
"2302776","168034"
"2303147","6278"
"2304699","204411"
"2309221","71592"
"2312161","146297"
"2312650","119145"
"2317473","209542"
"2320110","119145"
"2322261","74556"
"2323104","41200"
"2325420","117077"
"2329187","164001"
"2329346","280681"
"2330563","145190"
"2330994","181585"
"2332413","266307"
"2349325","142240"
"2350605","238898"
"2353830","272521"
"2362594","284318"
"2363283","644669"
"2365822","2749"
"2370015","120330"
"2372316","284413"
"2372635","107728"
"2374697","82203"
"2381199","139685"
"2381296","286461"
"2381394","277028"
"2382130","286556"
"2384643","286826"
"2386884","187606"
"2389097","282295"
"2389919","287446"
"2392236","259681"
"2397902","187606"
"2399660","11123"
"2402121","204427"
"2407616","274359"
"2411039","7595"
"2412031","135952"
"2412738","254476"
"2414064","250471"
"2415261","14971"
"2418609","103219"
"2421218","1190"
"2427523","2154"
"2430109",""
"2436020","183528"
"2436520","272385"
"2441004","98573"
"2443166","140765"
"2447337","262854"
"2447451","1360"
"2447625","64120"
"2452318","294503"
"2452470",""
"2455492","141478"
"2458329","1658187"
"2461051","97008"
"2461776","235308"
"2462235","93955"
"2464121","286701"
"2464158","179634"
"2464505","104337"
"2466443","281707"
"2470694","296601"
"2474802","291236"
"2475126","297097"
"2476436","2706"
"2477862","297416"
"2483630","22963"
"2486406","200399"
"2486887","296997"
"2489379","296997"
"2489926","110287"
"2494728","299259"
"2494854","162414"
"2497935","2173499"
"2498978","153865"
"2499036","155077"
"2501871","4787"
"2507777","284960"
"2508698","26130"
"2509013","187580"
"2510311","2908"
"2512026","43668"
"2512849","301392"
"2513863","105744"
"2516266","253257"
"2521658","301646"
"2522967","254232"
"2525656","257796"
"2529772","35935"
"2533049","303576"
"2534971","270311"
"2535210","194205"
"2535516","379050"
"2536491","149206"
"2536896","28004"
"2540337","191526"
"2543881","300115"
"2543966","40080"
"2544235","293949"
"2546134","249027"
"2546957",""
"2550809","115355"
"2551368","274154"
"2556357","241654"
"2557586","301121"
"2561564","298294"
"2561999","167911"
"2562325","213982"
"2563073","307200"
"2563978","213060"
"2564085","31582"
"2566076","849669"
"2566096","181771"
"2568112","307829"
"2568835","113347"
"2568954","284194"
"2569938","187750"
"2575435","69742"
"2576734","308968"
"2578645","309220"
"2583065","74177"
"2583402","237743"
"2587212","310283"
"2589928","198926"
"2592092","112756"
"2593016","136259"
"2596690","84278"
"2601464","292246"
"2601761","1386886"
"2604271","39036"
"2604674","312439"
"2605282","164002"
"2608419","297087"
"2612807","113502"
"2613708","279259"
"2614862","313632"
"2618944","247707"
"2621706","74984"
"2622658","87987"
"2626639","214352"
"2632389",""
"2634159","282315"
"2634203","200477"
"2636322","316050"
"2639813","126352"
"2640173","316846"
"2645464","309899"
"2647935","316169"
"2647941","232258"
"2656765","318988"
"2657881","219876"
"2660512","290784"
"2660629","319472"
"2660910","303619"
"2661709","131560"
"2665820","264565"
"2666839","210342"
"2666923","320262"
"2667009","184920"
"2668983","157416"
"2669690","151495"
"2672165","301967"
"2674959","6068"
"2677524","315663"
"2677928","310648"
"2678426","65359"
"2688382","322926"
"2688624","32203"
"2688980","291259"
"2696481","50737"
"2702547","324675"
"2705667","231002"
"2711084","259311"
"2711709","297087"
"2716669","216605"
"2716892","391146"
"2717653","184046"
"2720171","41543"
"2725597","56517"
"2727652","311348"
"2730498","195699"
"2735694","26143"
"2740831","284792"
"2743107","454464"
"2744420","193444"
"2745895","296195"
"2746591","82330"
"2756422","261564"
"2756553","327765"
"2757203","264852"
"2758027","244923"
"2761458","169992"
"2764229","184427"
"2766976","23327"
"2767811","88898"
"2774074","136391"
"2775242","137649"
"2778768","331329"
"2780247","298624"
"2781574","320573"
"2784782","258950"
"2785323","309619"
"2785414","309619"
"2785978","335043"
"2788805","159118"
"2789182","1166124"
"2791793","252331"
"2794137","35344"
"2795280","324694"
"2799814","136458"
"2800975","200821"
"2802541","244"
"2805280","294642"
"2806004","147586"
"2806625","337690"
"2808368","315427"
"2813478","338616"
"2813854","81419"
"2820249","218183"
"2821509","130015"
"2825144","337904"
"2831921","312781"
"2832577","147953"
"2834034","218183"
"2834071","94486"
"2837593","126352"
"2839663","110976"
"2846745","163352"
"2848481","314362"
"2849302","96823"
"2850074","342284"
"2855826","239633"
"2858345","218183"
"2858574","218183"
"2860354","330708"
"2860879","117647"
"2862690","328309"
"2863864","201297"
"2864739","148814"
"2864743","265107"
"2867027","160173"
"2869930","341806"
"2870880","304435"
"2880519",""
"2880638","169895"
"2881479","175893"
"2889933","312260"
"2890218","348060"
"2891184","259881"
"2893628","15055"
"2896641","217244"
"2902041","349568"
"2902406","163352"
"2903879","101877"
"2905349","317302"
"2905745","311112"
"2905886","307976"
"2909826","257046"
"2915574","192791"
"2915841","304435"
"2916338","351336"
"2917370","322251"
"2917395","196844"
"2920434","351856"
"2920752","37381"
"2921242","322251"
"2926402","112718"
"2928006","352759"
"2929993","217187"
"2935270","350104"
"2937249","98204"
"2938563","196844"
"2940500","111870"
"2941334","380745"
"2943892","354297"
"2948037","133664"
"2951738",""
"2951793","348935"
"2952189","351132"
"2952710","110976"
"2953188","340537"
"2954018","202821"
"2955183","327842"
"2957475","318747"
"2962038","130015"
"2962202","175264"
"2962811","355005"
"2963116","175836"
"2965487","357408"
"2967874","103219"
"2968502","340537"
"2968690","112639"
"2969719","5295"
"2970356","77074"
"2971826","345282"
"2972468","354534"
"2973551","112451"
"2973993","90691"
"2977370","103843"
"2978441","358945"
"2980143","96725"
"2980327","352802"
"2982973","19825"
"2983318",""
"2983384","84216"
"2985097","359798"
"2988542","353542"
"2989669","295959"
"2993517","348059"
"2994412","235334"
"2996459","264697"
"2997131","295480"
"2998653","276486"
"3002828","188638"
"3005360","348803"
"3005506",""
"3006090","362449"
"3007927",""
"3008059",""
"3009048",""
"3009137","193539"
"3013692","303552"
"3016623","47493"
"3019125","130015"
"3019353","195652"
"3022446","364483"
"3023050","241681"
"3024833","364773"
"3024891","279130"
"3032770","365750"
"3036134","308674"
"3036711","332590"
"3039545","366562"
"3040304","332590"
"3044485","367158"
"3047437","201059"
"3048055","364969"
"3048982","364969"
"3050703","62660"
"3051285","367974"
"3053972","4320"
"3055577","126357"
"3059483","188357"
"3067813",""
"3069876","370317"
"3069981","21909"
"3073751","130015"
"3074614","130015"
"3074703","363252"
"3076581","130015"
"3079463","98361"
"3079901","371587"
"3079925","371585"
"3081421","228179"
"3087714","372490"
"3092745","280656"
"3092986","212595"
"3095206","291772"
"3098834","373853"
"3100128","76509"
"3105690","374683"
"3106054","268098"
"3107128","355974"
"3108597","373186"
"3108944","154137"
"3110353","101689"
"3111869","374689"
"3113253","69742"
"3116542","345844"
"3117488","376171"
"3119804","1244013"
"3121367","89818"
"3123831","283505"
"3124051","253288"
"3124063","355116"
"3125547","146780"
"3125556","242345"
"3127122","377349"
"3128062","39321"
"3129899","377712"
"3130141","365695"
"3131588","143511"
"3146324","216756"
"3146798","148766"
"3152284","349415"
"3156710","356635"
"3156992","238052"
"3158194","381138"
"3164288","270311"
"3168527","356635"
"3168805","62983"
"3169404","295744"
"3170196","375867"
"3170263","201757"
"3171138","379682"
"3171493","336786"
"3174066","16511"
"3174128","251488"
"3174747","383074"
"3176590","375867"
"3177171","383374"
"3178200","117421"
"3181358","228179"
"3181583","383926"
"3182695","380317"
"3190289","343230"
"3190821","278823"
"3191338","385077"
"3194632","175416"
"3195788","217586"
"3195917","53159"
"3196335","364520"
"3199284","94962"
"3199568","376947"
"3200011","386141"
"3201896","305046"
"3202348","386480"
"3204194","274900"
"3204891","356603"
"3205857","386900"
"3207051","420081"
"3208604","44683"
"3225467","150172"
"3226713","355722"
"3229046","26221"
"3234984","48310"
"3238045","290326"
"3240974","350257"
"3242732","162381"
"3243506","391202"
"3244064","391284"
"3247270","391695"
"3248613","388341"
"3252400","207187"
"3254112","146587"
"3260310","393272"
"3264541","393272"
"3265435","3424"
"3268484","393884"
"3269578","127219"
"3272940","298624"
"3278354","162916"
"3282710","93311"
"3283562","360844"
"3284406","344769"
"3284433","396160"
"3287105","321946"
"3287703","176923"
"3287821","396522"
"3288694","341008"
"3289032","20088"
"3291936","392546"
"3293117","397152"
"3298006","397756"
"3298239","275133"
"3298891","131848"
"3300393","147946"
"3303155","162916"
"3303493","187686"
"3303886","226897"
"3306376","343965"
"3312958","399572"
"3315660","399927"
"3315687","280404"
"3319249","398259"
"3319282","216313"
"3319288","400362"
"3320363","166877"
"3321978","400625"
"3323038","1196889"
"3324926","283055"
"3330500","202411"
"3330906","393204"
"3331548","401833"
"3332283",""
"3337263","14627"
"3342825","146857"
"3346730","183471"
"3350933","13442"
"3355160","73521"
"3355669","397926"
"3355735","360010"
"3356868","18494"
"3359185","390197"
"3362464","405671"
"3362873","228161"
"3363495","405785"
"3364189","385811"
"3365150","326502"
"3366189","391104"
"3371314","54929"
"3371660","36590"
"3372003","50151"
"3372137","406784"
"3377210","283055"
"3380289","395288"
"3382147","113124"
"3386132","289666"
"3387603","363441"
"3391345","100460"
"3391623","315818"
"3392023","245108"
"3393428","380317"
"3393557","289814"
"3393790","166488"
"3394355","139923"
"3397077","369411"
"3400759","410137"
"3400836","5169"
"3405775","42450"
"3410274","89818"
"3413224","257796"
"3417521","183528"
"3429199","2605095"
"3431842","370925"
"3433489","136451"
"3438128","238898"
"3438588","176603"
"3438923","408389"
"3439663","393272"
"3442172","228161"
"3443083","115593"
"3444310","107768"
"3445659","407184"
"3445821","414185"
"3448382","261970"
"3450697","73253"
"3451964","257796"
"3452034","257796"
"3452881","454242"
"3457391","80572"
"3460299","161922"
"3461298","30917"
"3463507","64340"
"3463614","84278"
"3466906","350005"
"3466975","146210"
"3468268","308674"
"3470210","267406"
"3471981","418914"
"3476278","419481"
"3476741","411802"
"3477452","411802"
"3479504",""
"3483832",""
"3487913",""
"3489620","311406"
"3489859","17174"
"3490593","281839"
"3491956","3531995"
"3492288","380278"
"3492776","193251"
"3495735",""
"3497559","328397"
"3500659","412801"
"3502384","250524"
"3503102","328397"
"3504068","2047991"
"3507146","423350"
"3507542","351053"
"3508225","756597"
"3513100","384994"
"3515694","172669"
"3523962","201623"
"3524790","425585"
"3527130","297811"
"3527371","54356"
"3531053","27478"
"3542412","193892"
"3543091","427814"
"3543163","369317"
"3546908",""
"3549459","352668"
"3550790","94870"
"3552332","1843422"
"3553143","297850"
"3555112","372875"
"3558702","336186"
"3562027","81711"
"3563794","128071"
"3566016","267587"
"3569183","364969"
"3571080","375968"
"3571303","375968"
"3574474","393474"
"3576257","1990514"
"3577289","136391"
"3582496","432708"
"3583562","257796"
"3584121","432908"
"3586839","115159"
"3587100","391962"
"3593964","224922"
"3594080","68788"
"3597445","434546"
"3597682","397524"
"3601530","435074"
"3601815","435106"
"3602530","394535"
"3602638","356849"
"3604436","432908"
"3609005","66580"
"3614080","3291"
"3614467","119084"
"3616485","104450"
"3619265","432908"
"3621773","35690"
"3623610","437494"
"3625703","364472"
"3628287","25758"
"3632283","57752"
"3634613","428137"
"3637545","123324"
"3637918","139406"
"3638619","295302"
"3640993","439456"
"3640995","406959"
"3643509","439736"
"3643799","215117"
"3644512","286090"
"3654197","103739"
"3655217","18811"
"3658604","441417"
"3666538","199584"
"3671930","442833"
"3674564","326793"
"3677486","326793"
"3682435","348168"
"3684645","218667"
"3688447","143511"
"3689455","379572"
"3690161","382818"
"3697392","300089"
"3703350","219166"
"3705492","70226"
"3708476","446129"
"3708925","447349"
"3710907","447567"
"3711098","226937"
"3724925","429349"
"3725525","177943"
"3725618","220272"
"3727332","449572"
"3727689","257493"
"3728798","445009"
"3731005","450032"
"3732495","253567"
"3737126","450783"
"3746714","61048"
"3748682","280913"
"3750164","417294"
"3755305","453185"
"3756924","153014"
"3758575","113502"
"3760792","328397"
"3761899","439688"
"3762746","5475"
"3764589","10040"
"3770446","449035"
"3772108","341483"
"3778311","456144"
"3784408","453871"
"3788116","447376"
"3788808","453871"
"3793246","380562"
"3797693","105388"
"3799005","207795"
"3804797","417081"
"3810058","460228"
"3811235",""
"3814375","365256"
"3817642","165248"
"3818165","450809"
"3818428","109439"
"3818983","148814"
"3822614","461852"
"3823969","32816"
"3824160","456438"
"3826083","224922"
"3826290","224922"
"3827927","269737"
"3835742","163"
"3836545","328397"
"3838908","194345"
"3844996","115988"
"3846199","282121"
"3849529","283055"
"3852637","35062"
"3853986","235887"
"3855869","465881"
"3856664","444569"
"3858926","466200"
"3860529","436630"
"3863339","466700"
"3867714","39677"
"3873955","249779"
"3875183","315264"
"3876203","25645"
"3876498","419049"
"3876907","179634"
"3877997","92259"
"3883072","402391"
"3884087","213712"
"3890390","416186"
"3890693","290766"
"3893903","223134"
"3894155","2490"
"3895322","5295"
"3895530","474023"
"3896365","283510"
"3897783","464145"
"3902411","1377500"
"3903502","247243"
"3904141","2136202"
"3905310","174375"
"3911267","240575"
"3913837","415286"
"3914572","261052"
"3914936","456176"
"3916736","52360"
"3917670","295133"
"3920209",""
"3922872","150370"
"3923285",""
"3924686","284700"
"3926576","472869"
"3926738","375508"
"3927456","469408"
"3927795","184600"
"3930762","466309"
"3931621","324753"
"3935744","476029"
"3936117","370639"
"3938928","59842"
"3939773","458680"
"3947039","440243"
"3949171",""
"3950131","478076"
"3951832","146587"
"3952122","379888"
"3952687",""
"3952737",""
"3955803","269970"
"3956775","262022"
"3958632","378101"
"3960527","20003"
"3962105","479620"
"3962463","468000"
"3962849","357105"
"3964595","472530"
"3966756","389432"
"3969047","193892"
"3969110","428747"
"3973482","481088"
"3974211","481170"
"3975566","355005"
"3977274","443966"
"3979975","273493"
"3982132","74711"
"3983638","359812"
"3991291","433075"
"3993005","233633"
"3994436","184046"
"3999733","472544"
"4003325","466227"
"4003823","238898"
"4004313","279362"
"4004400","279362"
"4009817",""
"4009871",""
"4013696",""
"4017757","20654"
"4019128","104250"
"4023243","316799"
"4024275","487684"
"4028310",""
"4029201","380562"
"4029956","2753"
"4030076","370312"
"4030750","388538"
"4030945","466371"
"4032094","476002"
"4033080","478458"
"4033574","293030"
"4047893","520006"
"4049160","393467"
"4049182","246963"
"4055982","491779"
"4056695","112818"
"4058217","328765"
"4060867","86259"
"4062879","492707"
"4063154",""
"4063741",""
"4069400","493633"
"4072641","481177"
"4073945","394278"
"4074027","241618"
"4081988","351980"
"4082401","175611"
"4083204","243494"
"4083291","419628"
"4083643","243494"
"4084218","389018"
"4084979","88311"
"4087734","495985"
"4091083","261052"
"4094608","310816"
"4094701",""
"4094854",""
"4097953","497282"
"4100262","497604"
"4102206","497812"
"4103003","131246"
"4106288","498358"
"4107673",""
"4108595","1481860"
"4110964","80869"
"4111311","343161"
"4111808","313885"
"4113278","499225"
"4116944","423903"
"4118986","500007"
"4121629","500364"
"4124182","300805"
"4124184","122080"
"4129496","363869"
"4135138","103365"
"4141900","388394"
"4146969","117191"
"4147733","503369"
"4151234","176261"
"4156723","467240"
"4157088","84424"
"4157225","27870"
"4158434","453211"
"4158664","286630"
"4159500","30099"
"4163122","238134"
"4164840","354881"
"4165680","505855"
"4170418","459987"
"4176574","283608"
"4180631","334121"
"4187980","296633"
"4192207","435223"
"4198562","75801"
"4203464","510652"
