id,owner_user_id
"328","59"
"657","115"
"5611","115"
"15266","544"
"16861","2019"
"28369","3002"
"36877","3871"
"38875","2644"
"39929","3002"
"49455","4966"
"54230",""
"55218","5441"
"55643","3578"
"60174","428190"
"64631",""
"69979","11324"
"70653","11563"
"71328","4012"
"73947","11911"
"74358","8355"
"76359","13320"
"80612","6756"
"90413","6946"
"93100","1862"
"97984","18359"
"110575","1820"
"112768",""
"120977","9094"
"123499","19435"
"127638","12529"
"129677","10680"
"131017",""
"131902","364"
"132134","950778"
"134099","305"
"140439","4319"
"143632","12344"
"146839","1467"
"148068","20900"
"154844","23911"
"157938","3056"
"159114","5509"
"172040","1039"
"172392","2260"
"173727","1771"
"187434","13990"
"187736","2506"
"189555","26668"
"199017","27304"
"211483","23402"
"213683",""
"214431","27025"
"216324","29373"
"218531","5349"
"220437","13281"
"223800","9290"
"226155","11260"
"230845","7949"
"232228","28714"
"241953",""
"242118","31682"
"243426","9114"
"244952","31319"
"256172","25375"
"258625","11438"
"260236",""
"260664",""
"269713","13668"
"278571","26107"
"281485","36639"
"286938","35513"
"291874","25012"
"297850",""
"298535","4639"
"322607","2227"
"325323","15124"
"329956","19207"
"334776","28714"
"335677","27727"
"335888","42135"
"336575","36218"
"339180","31671"
"339603","29772"
"343995","43649"
"346826","9642"
"347088",""
"354021","1456"
"358772","200521"
"362461","19410"
"368329","26155"
"372465",""
"373761","46264"
"379387","23597"
"388800","15890"
"394214","43980"
"395652","18393"
"401656","32775"
"410150","18393"
"410392","40529"
"413137","51649"
"414034","20074"
"419738","69346"
"423369",""
"426294","35335"
"431698","15141"
"436220","41718"
"437962",""
"443988","52494"
"446467","1246613"
"446986","42450"
"447600","39339"
"451583","8482"
"451601","13704"
"451623",""
"456546","18511"
"457014","21709"
"459614","2754"
"461800","55402"
"463832","38403"
"465180","36189"
"466748","2993381"
"474698","144"
"475216","56349"
"475928","49219"
"477649","53467"
"478251","53467"
"481743","1390354"
"481995","40529"
"487889","8047"
"488804","59351"
"492340","27620"
"493531",""
"498521","26721"
"498630","3885"
"499062",""
"501231","42523"
"503666","20553"
"509449","38749"
"523629","2238"
"524908",""
"525056","51025"
"526438","5441"
"534742","16883"
"543096","6833"
"544239","54408"
"544433","65385"
"545294","65967"
"556572","28422"
"564632","20406"
"565425","67381"
"568247",""
"568609","10708"
"568657","31728"
"568924","67820"
"568995","31677"
"569871","20406"
"577507","69874"
"583592","62895"
"585358","4464"
"585891",""
"588803","14966"
"591300",""
"595114","42127"
"598844","31671"
"599509","49153"
"599535","72428"
"602539","1076409"
"604634","35203"
"606098",""
"606099","1585"
"606179","22674"
"608112","38400"
"613680","31671"
"619620","2147"
"619991",""
"623788","2443"
"629695","1246613"
"633109","48654"
"636912","42139"
"638057","1897"
"642007",""
"646425","62776"
"647514","70711"
"648307","32775"
"650101","1585"
"650979",""
"651481","22216"
"651902","69986"
"652300","45912"
"654688","68591"
"655691","60734"
"656329","42139"
"659197","51372"
"659657","76799"
"659737","79596"
"660175","58456"
"661084",""
"663490",""
"666828","66975"
"675172","81182"
"679756",""
"688766","8024"
"690108","80363"
"693270","47846"
"693826","50481"
"697134","55562"
"701078","1836"
"701687","32484"
"703704",""
"703963",""
"705636","69986"
"713165","45350"
"717776",""
"721436","2147"
"723791","53182"
"723856","62673"
"723945","83473"
"728164","72990"
"729041","50"
"729130",""
"732561","80264"
"738500","29538"
"738776","445265"
"742730","74980"
"749682","74474"
"753081","46011"
"759149","50"
"762221","25700"
"768442","89771"
"768677","38140"
"772502","93771"
"778382","28360"
"779917","62151"
"782785",""
"789599",""
"790086","67153"
"790232","92753"
"792097","96354"
"792522","94077"
"793761",""
"798413","12624"
"801347","42475"
"802879","97756"
"804969","98123"
"811670","46411"
"812639",""
"820307","78026"
"824822","78026"
"826981","62202"
"828400","101823"
"830472","96692"
"834932",""
"839172","3582"
"840386","25"
"841957","101823"
"847306","47322"
"852332",""
"858149","7581"
"860895","20471"
"860954","25645"
"861864","46914"
"864791","92242"
"872386","459737"
"872570","76682"
"875771","103734"
"876258",""
"880188","889"
"884207","76693"
"885532","745"
"886893","72766"
"886895","13543"
"887100","115"
"890938","99542"
"897020","87349"
"897550","51310"
"897740","69986"
"901369","2578925"
"904344",""
"905118","131"
"908448","14979"
"909658","20972"
"909834",""
"910241","1633"
"910617","83623"
"911389","40619"
"920751",""
"922805","13055"
"922892","62401"
"923296","107306"
"932793","115203"
"933331","56952"
"938031","115784"
"942544","22452"
"945584","164"
"947618","105008"
"953639","49478"
"953712","117719"
"955161","112413"
"956993","2170954"
"961313","89512"
"961830","28388"
"963585","112413"
"967181","49478"
"968064","94121"
"975785","104794"
"976577","120171"
"976754",""
"979237","101823"
"979360","31671"
"981587",""
"981828","119778"
"982226","117719"
"982260","110685"
"982682","90777"
"983896","419730"
"985551",""
"986403",""
"986468","6701"
"990459",""
"991434","122353"
"992408",""
"993409","59877"
"994371","99135"
"994487","122913"
"994965","119031"
"995501","79323"
"1001073","101823"
"1001744","100468"
"1002627",""
"1007066","796"
"1010518","67655"
"1018829","107129"
"1027138","126908"
"1030905",""
"1031588",""
"1036704","124453"
"1039200",""
"1039377",""
"1041509","89818"
"1043382",""
"1043735","42546"
"1044121","115961"
"1045245","46011"
"1047545","126908"
"1048722",""
"1048726","32242"
"1049238",""
"1053316","32242"
"1054928","105539"
"1055460","117014"
"1057768",""
"1057986","32242"
"1061063","84937"
"1062784",""
"1063014",""
"1066491","51649"
"1066930","32242"
"1068332",""
"1078397","117218"
"1082696","283055"
"1084814","131848"
"1087227","1694"
"1088726",""
"1091106","119198"
"1091696","100171"
"1094274","130479"
"1095250","134587"
"1095349","125512"
"1103104","134107"
"1103796","159"
"1106625","14690"
"1109277","103132"
"1116101",""
"1122902","111307"
"1127897",""
"1128950","130204"
"1130687",""
"1130909","131966"
"1132766","137696"
"1134565","1155"
"1137874","137696"
"1139360",""
"1139622","82865"
"1141542",""
"1145132","128081"
"1146396","8678"
"1147193","130422"
"1149118","126908"
"1149447","67819"
"1161751","142345"
"1162152","114446"
"1162829","94077"
"1163074","62642"
"1165040","20553"
"1169717","142240"
"1171206","87596"
"1175091","130704"
"1176006","128623"
"1176028","106245"
"1178789","126042"
"1181105","131456"
"1182226","128623"
"1182584","45843"
"1183007","110514"
"1183161","54964"
"1191822","146128"
"1192485","140970"
"1196997",""
"1198375","146197"
"1201247","89035"
"1210042","95944"
"1211236","146128"
"1211518","131456"
"1215134","109277"
"1216755","134972"
"1217065",""
"1220096","131227"
"1220182","95183"
"1221447","146128"
"1224806","39182"
"1226406","120898"
"1234724","123389"
"1236374","37309"
"1239669","87858"
"1240718","138905"
"1242196","54964"
"1245387","80907"
"1246416","28045"
"1250437","145567"
"1252448","1444"
"1254180","100334"
"1255759","103091"
"1257830",""
"1258820","146128"
"1267998","141661"
"1274105","54964"
"1276798","133617"
"1283476","106111"
"1287965","57625"
"1288959","141555"
"1289061","140337"
"1290975","111691"
"1293741","49018"
"1293950","146773"
"1295346","158651"
"1301863","110976"
"1305354","130442"
"1306550","160091"
"1307495","80907"
"1311697","91813"
"1313223","86060"
"1314213","9249"
"1314521","93026"
"1314591",""
"1314978","161036"
"1315677","100835"
"1317792","148824"
"1318721","135448"
"1319463","153112"
"1319603","123663"
"1320671",""
"1321669","66554"
"1324829",""
"1326181","77466"
"1328155","49032"
"1333577","28835"
"1336776","69346"
"1336882","126617"
"1337865","163845"
"1338546","116350"
"1342190",""
"1344657","1737290"
"1344951",""
"1347810","164477"
"1350331","110432"
"1353128","72233"
"1354999","55619"
"1356888","153580"
"1363833","41021"
"1365254","34813"
"1367065","41021"
"1368528","65349"
"1372623","153383"
"1373813","167894"
"1374288",""
"1378621","19410"
"1381118","155166"
"1382116",""
"1383756","143030"
"1383845","58394"
"1387258",""
"1387867",""
"1391613","143030"
"1395740","158088"
"1398740","168500"
"1400246","168530"
"1401727","171073"
"1406293","162668"
"1410901","159306"
"1413320","161619"
"1415973","84292"
"1416092","156814"
"1417893","168530"
"1422391",""
"1423804","84372"
"1426570","89818"
"1430446","19212"
"1431313","107459"
"1431842","174230"
"1432545","161746"
"1432647","84022"
"1440239","143542"
"1440351","171461"
"1441875","175259"
"1441990","147592"
"1442017","53740"
"1442896",""
"1448455","132257"
"1450036","175259"
"1451224","90777"
"1453649",""
"1453909","1228206"
"1455071","123389"
"1455782",""
"1456770","1843"
"1459080","63051"
"1459739","142233"
"1460060","176469"
"1462637","28351"
"1463454",""
"1465271","172131"
"1468943","171021"
"1469798",""
"1471037","177750"
"1475489","169224"
"1477427","123389"
"1477944","93580"
"1480750","110976"
"1481398","160941"
"1481821","153112"
"1486056","34051"
"1487680","68452"
"1487738","426996"
"1489663","120171"
"1489731","9908"
"1499832","160245"
"1500290","30546"
"1502682","177750"
"1505529","182671"
"1513543","183430"
"1516661","64586"
"1519074","177750"
"1521835","135952"
"1523072","16892"
"1524604","97651"
"1527172","185114"
"1529128","179736"
"1530464","185470"
"1530797","78912"
"1531820","50525"
"1533259","179736"
"1534012","145346"
"1535326","153110"
"1538031","91632"
"1545099","184362"
"1546454","110337"
"1546717","76701"
"1549442","121872"
"1550947","99921"
"1551463","184362"
"1553028",""
"1554648","188442"
"1554745","170713"
"1554954","91632"
"1555228","184362"
"1556554","63051"
"1558287",""
"1562064","104824"
"1562664","175259"
"1563438","20601"
"1563601","37947"
"1565035","132153"
"1565188","188331"
"1565370","188326"
"1565533","170574"
"1572450","161525"
"1577514","65503"
"1581136","175113"
"1581610","191600"
"1584420","174719"
"1584482","163394"
"1587540","283055"
"1588294","192399"
"1592608","100240"
"1593429","148325"
"1595601","91612"
"1596454","184362"
"1598231",""
"1600039","193715"
"1600102","124192"
"1602880","184362"
"1609899","58164"
"1610582","194042"
