id,owner_user_id
"8318","1054"
"14617","1769"
"16451","1958"
"17376","338"
"24723","1406"
"29357","657"
"33745","255"
"34638","3295"
"37343","255"
"39564","2644"
"39916","115"
"49226","959"
"49473","959"
"65494","8567"
"76324","6244"
"77686","1432"
"84641","2581"
"90517",""
"102788","15004"
"103203","12662"
"108838","17232"
"119926","16684"
"120380","15474"
"127459","2019426"
"127739","19087"
"132384","2019426"
"159282",""
"166411","18702"
"168610","10708"
"171519","18406"
"174131","10080"
"185211",""
"186125",""
"196845","27328"
"205183","26859"
"211099","14966"
"217511","29487"
"219944","29772"
"219999",""
"242669","19610"
"257015","22634"
"276310","2706"
"277044","943"
"277100","697"
"290545","26465"
"295515","34024"
"295628","23109"
"297952","21290"
"302357","4316"
"308659","43"
"309615","1430"
"313730","34009"
"315132","37019"
"318214","39385"
"321061","4233"
"321787","38663"
"323939","36532"
"324726","19165"
"333812","26042"
"347856","42111"
"348090","16684"
"350177","26004"
"353815","39385"
"359620","21499"
"360520","4249"
"362386","31677"
"388749","48625"
"395375","7853"
"398179","4257"
"398537","41021"
"401985","32775"
"404027","48067"
"407687",""
"429352","2567"
"435912","737"
"442862","54988"
"442995","46666"
"461886","57153"
"475833",""
"477144","53467"
"479535","53467"
"491109",""
"493646","54446"
"495392","6400"
"506939","61906"
"521101","37416"
"521418","62031"
"522723",""
"525408","63837"
"528938","39242"
"529997","62187"
"539816","65379"
"540738","65479"
"546242","39980"
"546438",""
"546447","30773"
"552108","39980"
"556110","14893"
"557746","67461"
"561024","8404"
"573121",""
"573307","2031"
"578679","69986"
"579224","6716"
"594049","3834"
"605589","59943"
"607560","52494"
"617471","2610"
"633890","44386"
"635088","61821"
"635171","4376"
"639680","27305"
"645609",""
"646195","76793"
"656373","76911"
"656787","14893"
"658826",""
"659950","78642"
"663890","69572"
"663910","20178"
"668958","79891"
"673355","62918"
"674510","79708"
"685855",""
"685937","80040"
"686481","80040"
"699254","39803"
"700529","62918"
"713344","68591"
"715969","56976"
"717854","43923"
"727812","15255"
"728047","46818"
"728324","15884"
"728531","64923"
"733435","45468"
"734887","81462"
"738071","42981"
"738188","46011"
"752332","81511"
"760358","85095"
"761588",""
"766675","85283"
"770635","14955"
"772011","71399"
"773912","51898"
"779973","49478"
"788834","85095"
"788844","85095"
"789759","70288"
"791677","96307"
"800904","47633"
"800922","427855"
"801458","57423"
"805686","5261"
"806131","7144"
"809590","8946"
"819593",""
"820334","7918"
"821817","76832"
"824919",""
"827604","10472"
"837417","65387"
"841152",""
"855103","57986"
"856302","1606"
"857153","14752"
"857194","22224"
"858036","106310"
"861221","85095"
"862350","96389"
"868078","31379"
"871966","40521"
"877317","44124"
"877562",""
"881661","31379"
"885439","80890"
"892733","109367"
"898026","46011"
"912668","100240"
