answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
soltuion unistal anaconda softwar netmiko work without problem,2018-11-19 10:21:17.98 UTC,82,53372518,tri connect use netmiko librari cisco switch mention error log paramiko messag next error:paramiko.transport cryptography.hazmat.bindings._openssl import ffi liberr [20181119-11:16:34.572] thr=1 paramiko.transport importerror dll load fail el sistema operativo pued ejecutar %1.el sistema operativo pued ejecutar %1-> oper system cannot execut %1 python -v command show this:python 2.7.15 |anaconda inc.| default 1 2018 18:37:09 [msc v.1500 64 bit amd64] win32 idea solut,0.06097560975609756,5,cryptography dll python,importerror dll load fail el sistema operativo pued ejecutar %1,3,crypt|transport|openssl,0.558028519153595
