links,assigned,demilestoned,reopened,referenced,subscribed,mentioned,marked_as_duplicate,cross-referenced,connected,pinned,committed,review_requested,review_dismissed
https://api.github.com/repos/AlDanial/cloc/issues/1,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AlisamTechnology/ATSCAN/issues/1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AndriiGrytsenko/openssh-ldap-publickey/issues/1,1,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AndriiGrytsenko/openssh-ldap-publickey/issues/2,0,0,1,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AndriiGrytsenko/openssh-ldap-publickey/issues/3,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AndriiGrytsenko/openssh-ldap-publickey/issues/4,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AndriiGrytsenko/openssh-ldap-publickey/issues/5,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AndriiGrytsenko/openssh-ldap-publickey/issues/6,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AonCyberLabs/PadBuster/issues/1,0,0,0,1,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AonCyberLabs/PadBuster/issues/2,0,0,0,0,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/BaldMansMojo/check_vmware_esx/issues/1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/CiscoCXSecurity/enum4linux/issues/1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/CiscoCXSecurity/rdp-sec-check/issues/1,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Difegue/LANraragi/issues/15,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Difegue/LANraragi/issues/20,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Difegue/LANraragi/issues/21,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/DmitryKoterov/dklab_realsync/issues/1,0,0,0,1,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/DmitryKoterov/dklab_realsync/issues/2,0,0,0,1,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/DmitryKoterov/dklab_realsync/issues/3,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/Ensembl/ensembl-vep/issues/14,0,0,0,0,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Flipkart/HostDB/issues/1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Git-Mediawiki/Git-Mediawiki/issues/2,0,0,0,1,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/Git-Mediawiki/Git-Mediawiki/issues/3,0,0,0,1,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/InteliSecureLabs/Linux_Exploit_Suggester/issues/1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Jack000/Expose/issues/1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/LibreCat/Catmandu/issues/3,1,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Lochnair/vyatta-wireguard/issues/4,2,0,0,0,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Lochnair/vyatta-wireguard/issues/5,0,0,0,0,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Logitech/slimserver/issues/6,0,0,1,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Logitech/slimserver/issues/8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Logitech/slimserver/issues/15,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Moham3dRiahi/XAttacker/issues/1,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Moham3dRiahi/XAttacker/issues/2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Moham3dRiahi/XBruteForcer/issues/1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/16,1,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/44,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/48,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/50,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/51,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/53,1,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/60,1,0,0,5,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/75,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/87,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/NixOS/hydra/issues/89,0,0,0,0,0,0,0,0,0,0,0,0,0
