links,assigned,demilestoned,reopened,referenced,subscribed,mentioned,marked_as_duplicate,cross-referenced,connected,pinned,committed,review_requested,review_dismissed
https://api.github.com/repos/AngleSharp/AngleSharp/issues/138,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AngleSharp/AngleSharp/issues/144,1,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AngleSharp/AngleSharp/issues/145,1,2,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Antaris/RazorEngine/issues/16,1,0,0,1,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/Antaris/RazorEngine/issues/20,1,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/Antaris/RazorEngine/issues/31,0,0,0,0,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/App-vNext/Polly/issues/5,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/App-vNext/Polly/issues/17,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/App-vNext/Polly/issues/32,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/AppMetrics/AppMetrics/issues/4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AppMetrics/AppMetrics/issues/6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AppMetrics/AppMetrics/issues/11,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArcadeRenegade/SidebarDiagnostics/issues/10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArcadeRenegade/SidebarDiagnostics/issues/22,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/18,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/19,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/29,0,0,1,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/32,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/34,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/44,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/57,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/ArduPilot/MissionPlanner/issues/60,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoFixture/AutoFixture/issues/1,0,0,1,3,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoFixture/AutoFixture/issues/3,1,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoFixture/AutoFixture/issues/16,2,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/AutoFixture/AutoFixture/issues/32,0,0,0,0,4,4,0,0,0,0,0,0,0
https://api.github.com/repos/AutoFixture/AutoFixture/issues/34,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoMapper/AutoMapper/issues/19,0,0,0,0,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoMapper/AutoMapper/issues/24,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoMapper/AutoMapper/issues/31,0,0,0,0,3,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoMapper/AutoMapper/issues/35,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoMapper/AutoMapper/issues/36,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AutoMapper/AutoMapper/issues/46,0,0,0,1,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/5,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/34,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/36,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/38,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/41,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/77,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/79,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/85,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/128,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/130,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/135,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/142,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/143,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/145,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/158,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/165,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/AvaloniaUI/Avalonia/issues/166,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/9,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/19,0,0,0,0,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/20,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/21,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/39,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/40,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/47,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/52,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/53,0,0,0,1,0,0,0,0,0,0,0,5,0
https://api.github.com/repos/Azure/Azure-Sentinel/issues/69,0,0,0,1,0,0,0,0,0,0,0,7,0
https://api.github.com/repos/Azure/DotNetty/issues/4,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/10,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/21,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/37,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/39,1,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/40,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/45,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/49,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/56,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/64,0,0,0,4,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/67,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/71,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/84,0,0,0,0,6,6,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/DotNetty/issues/87,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/12,1,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/19,0,3,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/29,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/63,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/72,2,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/75,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/85,1,1,0,0,11,12,0,0,0,0,0,0,0
