links,assigned,demilestoned,reopened,referenced,subscribed,mentioned,marked_as_duplicate,cross-referenced,connected,pinned,committed,review_requested,review_dismissed
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/4,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/17,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/22,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/24,0,0,0,0,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/28,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/0xced/XCDYouTubeKit/issues/37,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/1and2papa/CTAssetsPickerController/issues/3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/1and2papa/CTAssetsPickerController/issues/7,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/1and2papa/CTAssetsPickerController/issues/9,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/2ndalpha/gasmask/issues/3,0,2,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/3lvis/Form/issues/7,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/3lvis/Form/issues/8,0,0,0,2,8,8,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/16,0,0,0,4,5,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/22,0,0,0,4,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/47,0,0,0,0,4,2,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/64,0,0,0,2,3,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/68,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/75,0,0,0,0,3,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/82,0,0,0,0,3,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/105,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/115,0,0,0,2,3,1,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/128,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/136,0,0,0,0,4,1,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/139,0,0,0,1,4,3,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/145,0,0,0,2,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/148,0,0,0,2,2,1,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/157,0,0,0,0,9,13,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/196,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/209,0,0,0,4,4,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/210,0,0,0,0,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/214,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/230,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/240,0,0,0,3,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/244,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/247,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/251,0,0,0,3,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/258,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/274,0,0,0,3,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/278,0,0,0,3,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/289,0,0,0,0,1,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/301,0,0,0,0,3,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/305,0,0,1,0,3,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/306,0,0,0,0,3,1,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/314,0,0,0,0,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/321,0,0,0,2,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/326,0,0,0,2,2,0,0,0,0,0,0,0,0
https://api.github.com/repos/AFNetworking/AFNetworking/issues/330,0,0,0,0,2,0,0,0,0,0,0,0,0
