answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
version bash version bash debian packag jessi creat base bash bash newer bash debian packag part version dash call debian polici manual version number packag format upstream_vers main part version number usual version number origin “upstream” packag .deb file made applic usual format specifi upstream author howev need reformat fit packag manag system’ format comparison scheme debian_revis part version number specifi version debian packag base upstream version contain alphanumer charact + ~ plu full stop tild compar upstream_vers option packag manag system break version number apart last hyphen string one determin upstream_vers debian_revis absenc debian_revis equival debian_revis 0,2019-10-28 18:04:46,146,58596175,bash vulner cve-2014-6271 report fix version 4.3-11 debian jessi debian jessi server execut command said version 4.3.30 server vulner cve-2014-6271? releas came first 4.3.30 4.3-11? tell? specif understand releas name convent signific vs,0.04794520547945205,7,bash debian debian-jessie security versioning,understand releas name convent bash releas came first 4.3.30 4.3-11,5,security|vulnerability|cve|signing|authorise,0.5155766010284424
